Player_ID,PassesCompleted,PassesAttempted,PasCompleted%,PassingDist,Progressive_PassesDist,ShortPasses,ShortPassesAtt,ShortPasses%,MediumPasses,MediumPassesAtt,MediumPasses%,LongPasses,LongPassesAtt,LongPasses%,Assists,PassesLeadingtoShot,Passes_into_final3rd
1288,18.9,25.8,73,321.9,99.9,8.85,11.5,77.3,5.83,7.19,81.2,2.81,4.06,69.2,0.1,0.63,2.4
1289,24.5,33,74.3,395.6,92.6,11.9,14.2,83.7,10.2,13.1,77.7,1.68,3.62,46.3,0,0.22,2.16
1290,110,120,91.7,2090,470,0,0,0,90,100,90,10,10,100,0,0,0
1291,13.9,19.7,70.8,171.3,19.7,9.51,11.5,82.9,3.11,4.92,63.3,0.16,0.49,33.3,0,0.98,0.66
1292,47.4,55.2,85.9,939.9,267.8,11.6,13.3,87.7,30.8,32.5,94.9,4.51,8.11,55.6,0,0.16,2.95
1293,47.8,57.8,82.6,920.8,339.6,17,18.3,93.3,25.6,27.9,91.7,4.59,10.4,44.3,0,0.05,3.64
1294,75.3,89.3,84.3,1414.4,462.5,31.2,33.4,93.4,32.2,36,89.4,10.4,16.9,61.8,0.22,2.53,9.21
1295,60.7,64.8,93.7,919.9,392.8,32.5,33.3,97.4,23.6,24.8,95.3,2.9,3.33,87,0,0.14,4.93
1296,40.8,48.4,84.3,822.8,260.3,13.1,14.9,87.8,21.4,23.2,92.5,5.81,9.19,63.3,0,0.25,1.56
1297,50.1,58,86.5,1081.9,378.5,14.2,16.1,88.2,26.2,27.8,94.2,9.32,13.4,69.7,0,0,4.32
1298,34.8,47.7,73,455.2,124.8,19.7,22.3,88.4,9.03,11,82.4,1.61,5.48,29.4,0,1.61,1.94
1299,61.3,70.9,86.3,1195,305,19.4,21.6,89.9,37.2,40,93,4.69,8.75,53.6,0,0,2.5
1300,20.3,28.7,70.5,315.8,62.9,12.6,15.4,81.7,5.13,6.92,74.1,1.92,4.1,46.9,0,1.79,1.54
1301,28.6,44.9,63.7,435.7,194.6,14.9,19.4,77.2,11.5,17.4,66.1,1.47,3.89,37.8,0,0.32,1.79
1302,42.6,53.3,80,913.9,359.5,11.5,12.9,88.6,24,26.5,90.5,6.84,12.1,56.8,0,0.11,2.63
1303,32.5,39.6,82,821.3,502,6.06,6.06,100,17.3,17.4,98.9,9,15.8,56.9,0,0,0.38
1304,36,47.3,76.1,696.6,323.8,11.8,14,84.2,19.7,23.2,85.2,3.95,8.26,47.8,0,0.05,3.54
1305,34,47.3,72,558.4,193.7,16.5,20.1,82,13.9,18.4,75.8,2.36,5.86,40.2,0,0.57,4.46
1306,52.6,62.2,84.4,785.8,237.5,29.8,32,93,15.7,18.3,85.6,3.92,6.56,59.8,0.16,1.04,4.72
1307,45.3,54.1,83.7,721.1,193,22.9,25.6,89.5,19.2,22.5,85.1,2.27,3.61,62.8,0.08,0.42,2.94
1308,23.3,40,58.3,310,70,13.3,16.7,80,10,16.7,60,0,0,0,0,0,0
1309,13.5,21.4,63.2,182,40.5,7.75,11.4,68.1,4.13,6.13,67.3,0.63,1.06,58.8,0.63,1.38,0.88
1310,46.7,56.7,82.4,963.3,523.3,26.7,26.7,100,10,16.7,60,10,13.3,75,0,0,13.3
1311,55,64,85.9,961.7,403.1,21.7,24.5,88.3,29.5,33.1,89.2,3.1,5,61.9,0,0,2.38
1312,49.4,55.4,89.2,780.2,236.7,26.6,28.7,92.8,16.6,18.2,91.3,3.93,5.23,75,0.19,0.47,3.83
1313,12.6,20.4,61.9,157.6,52.8,8.06,11.3,71.6,3.61,6.39,56.5,0.14,0.69,20,0.14,0.83,1.11
1314,40,47.3,84.5,633.1,196.1,20.6,23.1,89.5,16.1,18.2,88.6,2.25,3.41,66.1,0.06,0.69,4.16
1315,29,38.1,76,527.9,220.2,14,14.7,95.3,10.5,12.6,83.6,3.97,9.66,41.1,0,0,2.93
1316,44.3,51.4,86.1,813.2,277.2,16.3,17.8,91.3,24.1,26.1,92.3,3.47,6.23,55.6,0,0.2,1.91
1317,41,55,74.5,760.6,307.2,16.7,19.2,86.7,17.7,22.1,80,5.15,10.7,47.9,0.15,1.72,5.05
1318,48.2,57.6,83.8,780,278.4,22.2,24.9,89.1,22,24.6,89.6,2.84,5.14,55.3,0.14,0.41,3.78
1319,29.9,42.9,69.6,503.3,164.3,14.4,17.2,83.7,11.6,15.6,74.3,3.03,6.61,45.9,0.3,2.24,1.94
1320,28.8,50,57.5,586.3,325,10,13.8,72.7,15,20,75,3.75,13.8,27.3,0,1.25,1.25
1321,24.2,34,71.2,361.9,83.1,14.2,17.7,80.4,6.8,10,68,1.67,2.87,58.1,0.13,1.87,1.53
1322,40.6,45.9,88.5,720.2,193.1,16.7,18.1,92.4,19,21.2,89.8,3.7,4.6,80.5,0.05,0.74,5.29
1323,27,41.5,65.1,1036.3,842,1.75,1.75,100,11.8,11.8,100,13.5,28,48.2,0,0,2.5
1324,66.1,77.3,85.6,1156,446,29.7,31.5,94.1,30.2,33.7,89.7,5.08,9.68,52.5,0,0.4,4.6
1325,71.2,79.7,89.3,1239.7,390,32.5,35.1,92.6,31.1,33.4,93.2,6.26,8.26,75.8,0.17,0.52,8.87
1326,53,63,84.1,1047,376,16,20,80,29.5,30.5,96.7,6,9.5,63.2,0,0.5,5.5
1327,20.4,26.4,77.2,326.3,90.4,10.1,12.9,78.2,6.54,7.69,85,2.18,2.95,73.9,0,0.64,1.41
1328,57.7,68.9,83.8,951.9,291.3,28.4,32.3,88,23.5,26.2,89.8,3.87,6.77,57.1,0.11,1.08,8.39
1329,31.2,38.8,80.2,472.3,103.7,17.4,18.8,92.6,11.2,14,80,2.09,3.49,60,0,1.16,0.7
1330,12.4,20.2,61.2,226.2,71,6.43,8.57,75,4.05,7.38,54.8,1.9,2.86,66.7,0,0.95,0.71
1331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1332,21.5,31.9,67.4,381.5,127.5,8.69,12.1,71.6,9.75,12.5,78.3,2.13,4.43,48.1,0,0.33,2.46
1333,30.1,38.3,78.7,459.3,92.2,16.8,19.1,88.3,9.47,11.8,80,2.3,3.55,64.8,0.2,1.25,3.49
1334,41,50.5,81.3,577.7,174.9,24,26.9,89.2,12.8,15.4,83.2,1.67,3.09,54,0,0.68,2.47
1335,20.9,28.8,72.7,317.6,106.1,10.7,13.8,77.7,8.19,10.1,81.4,1.15,2.25,51.2,0,0.27,1.81
1336,0,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
1337,5,10,50,115,25,0,5,0,5,5,100,0,0,0,0,0,0
1338,92.6,101.9,90.9,1747.1,626.8,38.8,39.9,97.4,39,41.1,95,12.5,17.3,72.5,0.15,2.15,15.4
1339,24.6,31.4,78.5,392.6,135.1,11.1,13.5,82.4,10.4,12,86.5,1.75,2.63,66.7,0.13,1,2.5
1340,30,40.3,74.4,548,80,12,16.3,73.5,14,16,87.5,3,4,75,0,1,1.33
1341,31.4,45.2,69.4,555.3,152.9,13.6,16.7,81.3,12.7,17.7,71.7,3.84,7.91,48.5,0,0.23,3.14
1342,22.7,31.2,72.7,304.8,77.1,13.5,15.9,85.1,6.98,9.14,76.4,0.86,2.09,41.4,0.14,1.01,1.08
1343,25.5,33.4,76.2,350.9,91.2,14.4,17.5,82.7,8.41,10.7,78.5,1.03,1.98,52,0.4,1.98,0.63
1344,40.6,49.1,82.7,602.3,123.8,21.7,24.5,88.7,15.5,18.7,83,1.49,2.77,53.8,0,0.43,0.64
1345,50.7,54,93.8,922,279.3,18.7,18.7,100,27.3,29.3,93.2,3.33,4,83.3,0,0.67,1.33
1346,28.2,49.1,57.4,509.1,171.8,11.8,15.5,76.5,12.3,21.4,57.4,3.64,10.9,33.3,0,0.91,3.18
1347,10,10,100,120,0,10,10,100,0,0,0,0,0,0,0,0,0
1348,18.7,27.3,68.3,272,90,8,8.67,92.3,9.33,12.7,73.7,0,2,0,0,0,0.67
1349,25.3,32.6,77.6,350,63.7,15.8,17.8,88.9,6.5,8.39,77.4,1.46,2.85,51.3,0.66,2.04,1.17
1350,12.9,19.5,66.2,191.6,28.1,6.92,9.25,74.8,3.83,5.75,66.7,1.08,1.67,65,0.17,0.33,0.67
1351,22.4,29.4,76.4,266,46,15.6,19,82.2,4.19,5.65,74.3,0.65,1.29,50,0,0.48,0.48
1352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1353,35.3,46,76.7,638.8,253.9,17.4,19.4,89.7,12.1,14.7,82.4,5.18,9.53,54.3,0.12,1.65,2.71
1354,25.2,30.8,81.6,474.7,180.5,11.2,12.4,89.8,9.89,11.6,85.5,3.68,5.37,68.6,0,0.32,3.26
1355,33.8,40.3,84.1,473.1,86.2,20.3,22.1,91.9,9.49,10.5,90.2,1.79,3.08,58.3,0.51,0.77,3.59
1356,17.8,21.1,84.2,295.6,95.6,8.89,10,88.9,5.56,6.67,83.3,2.22,2.22,100,0,1.11,0
1357,15,23.4,64.2,206.1,46.2,9.35,12.9,72.5,4.32,6.26,69.1,0.58,1.87,31,0.06,1.35,0.9
1358,14.6,21.8,67.2,222.5,45.7,8.93,12.5,71.4,4.29,6.07,70.6,0.71,1.79,40,0,1.07,1.07
1359,20.3,29,70,292.1,82.2,10.8,13.8,78,6.36,8.69,73.1,1.26,2.38,52.9,0.19,1.59,1.92
1360,46.3,59.2,78.2,949.2,287.9,18.3,22.9,80,17.9,20.8,86,8.75,12.9,67.7,0,1.25,7.5
1361,51.8,60.4,85.8,1097.7,424.2,12.7,14.4,88.1,32.1,34.1,93.9,6.58,10.5,62.4,0,0.09,3.24
1362,22.3,32.5,68.7,680,519.1,3,3.05,98.4,10.6,10.8,97.8,8.76,18.6,47.2,0,0.05,0.33
1363,25,34.2,73.2,439.2,159.2,10,11.7,85.7,12.5,15,83.3,1.67,4.17,40,0,0.83,5
1364,28.8,37.1,77.7,445.5,142.7,15.7,18,87.4,9.73,11.7,83,2.13,4.13,51.6,0,1.07,3.07
1365,47.9,61.6,77.8,658.4,154.2,30,34.2,87.7,14.7,21.1,70,1.05,2.63,40,0,0,1.05
1366,33.4,45.6,73.3,725.1,321.7,11.5,15.4,74.6,14.9,19.3,77.2,7.07,10,70.7,0,1.95,1.22
1367,32.8,39.6,82.6,379.1,82,21.6,24.3,89.2,7.13,9.25,77,0.75,1.13,66.7,0.13,1.75,2.88
1368,23.7,34.9,67.7,472.7,191.3,7.46,8.89,83.9,14,18.3,76.5,2.22,7.3,30.4,0,0,1.59
1369,30.3,39.4,76.9,425.3,78.4,17.6,21.1,83.5,9.26,11.6,80.1,1.63,2.3,71,0,1.41,1.78
1370,10.6,18.1,58.5,122.1,28.7,6.15,9.81,62.7,2.12,4.23,50,0.38,0.38,100,0,1.73,0.38
1371,14.3,19.8,72.4,183.4,40.9,10.6,12.8,82.4,2.64,3.96,66.7,0.57,0.57,100,0.19,1.32,0.94
1372,14.6,23.5,62.2,185.1,46,9.59,13.2,72.9,4.18,6.12,68.3,0.1,0.51,20,0.1,1.02,1.33
1373,46.4,59.1,78.6,675.6,169.8,25.1,29.1,86.3,18.7,22.2,84,0.89,4.44,20,0,0.67,2.67
1374,48.6,59.3,81.9,785,183.6,22.1,27.1,81.6,20.7,22.9,90.6,3.57,5.71,62.5,0,0,4.29
1375,68.6,74.8,91.7,1166.9,337.1,31.7,33.3,95,31.2,33.6,92.9,4.76,6.19,76.9,0,0.71,7.62
1376,36.3,42.7,85,758.3,265,10.3,11.2,91.7,20.1,21.7,92.7,5.26,8.54,61.6,0,0.06,2.81
1377,16,18,88.9,208,36,8,8,100,4,6,66.7,2,2,100,0,2,0
1378,37.1,48.2,76.8,518.2,191.8,23.5,27.1,87,12.4,15.9,77.8,1.18,2.35,50,0,0,2.94
1379,32.7,42.6,76.9,482.6,169.2,18,20.9,86.1,12.1,15.7,77.1,1.17,3.13,37.5,0,0.78,2.27
1380,17.1,22.9,74.4,242.4,78.4,9.61,11.4,84.5,5.29,6.47,81.8,0.78,1.96,40,0,0.78,1.37
1381,8.79,14.8,59.6,134,32.8,4.27,6.45,66.3,3.23,4.92,65.6,0.4,0.81,50,0.16,0.81,0.65
1382,17.5,21.7,80.8,360.8,158.3,3.33,5,66.7,11.7,13.3,87.5,2.5,2.5,100,0,0,0.83
1383,16.7,28.3,58.8,270,95,7.5,10,75,6.67,10,66.7,0.83,1.67,50,0,0,2.5
1384,39.5,47.5,83.1,632.6,189.8,19.5,20.8,93.7,16.4,19.2,85.5,2.46,5.08,48.4,0,1.8,3.61
1385,35.1,44.3,79.3,592.9,151.2,15.5,17.1,90.5,16.3,19.6,83.3,2.24,4.08,55,0,0.2,2.45
1386,24.3,33.5,72.6,375.3,117,13.8,15.6,88.2,7.72,10.6,72.9,1.84,4.19,43.9,0.22,3.09,1.69
1387,24.3,31.7,76.8,391.7,124.3,9.33,11,84.8,11,12.7,86.8,1.67,3.67,45.5,0,3,2
1388,32.8,37.9,86.7,589.4,159.3,13.9,15.9,87.9,15.2,16.4,92.6,3.23,3.94,82.1,0,0.51,4.55
1389,26.8,34.6,77.3,382.9,137.9,16.1,18.2,88.2,6.07,9.29,65.4,2.5,3.93,63.6,0,1.79,5
1390,44.4,58.9,75.4,728,271.9,22.3,25.2,88.6,16.4,21.6,76.1,4.07,8.39,48.5,0.17,1.86,3.14
1391,10,10,100,180,0,0,0,0,10,10,100,0,0,0,0,0,0
1392,21.1,33.4,63.1,354.6,149.7,10,12.8,78.2,7.96,11.3,70.5,2.31,5.92,39.1,0.2,1.36,1.9
1393,48.7,55.3,88.2,677.6,242.4,29,31,93.6,16,18.2,87.8,1.78,2.44,72.7,0,0.52,2
1394,27.8,34.9,79.7,384.2,115.8,17.5,20.8,84.5,8.87,10.5,84.7,0.75,1.79,42.1,0.09,0.57,1.79
1395,47.8,63.3,75.4,920,225.6,15.6,20,77.8,28.9,34.4,83.9,3.33,6.67,50,0,2.22,5.56
1396,10.9,16.2,67.4,152.7,20.3,6.7,8.77,76.3,3.21,5.09,63,0.47,0.85,55.6,0.09,0.47,0.57
1397,48.2,60.6,79.6,841.6,282,20.7,23.5,88,18.6,22.4,83.1,5.93,9.91,59.9,0.23,2.34,5.93
1398,42.2,51.3,82.2,663.4,288.8,21.5,24.2,88.7,16.8,19.6,85.6,2.45,4.95,49.5,0,0.41,3.59
1399,47.2,59.4,79.4,911.5,379.3,18.6,21,88.7,21.6,25.1,86.1,5.83,11.3,51.5,0,0.14,4.86
1400,47.3,52.5,90.2,924.5,287.5,14.8,16.4,89.9,26.8,28.4,94.4,5.03,6.69,75.2,0,0.2,2.72
1401,20.5,28.2,72.5,368.3,115.4,9.23,12.1,76.5,8.17,10.2,79.8,2.54,3.79,67.2,0.3,1.83,2.54
1402,20,26.7,75,346.7,120,10,16.7,60,10,10,100,0,0,0,0,0,3.33
1403,17.9,27.5,65.1,630.2,523.4,2.1,2.1,100,6.6,6.7,98.5,9.2,18.4,50,0,0.1,0.5
1404,25,35.3,70.8,697.3,530,4.67,4.67,100,11.7,12,97.2,8.67,18.7,46.4,0,0,0
1405,17,33.4,50.9,644.6,541.8,1.76,1.81,97.4,6.48,6.62,97.8,8.76,24.8,35.3,0,0.05,1.1
1406,38,45.7,83.3,767.5,269.8,14.6,16.7,87.8,15.5,17.3,89.3,6.75,9.75,69.3,0.06,0.38,4.78
1407,43.9,55.7,78.8,912,342.3,13.2,15.6,84.6,23.7,27.7,85.7,6.48,10.7,60.3,0.06,0.25,4.14
1408,33.6,44.3,75.9,633.9,228,14.2,17.2,82.7,15.4,19.2,80.3,3.65,6.76,54,0,0.14,2.16
1409,38.5,48.5,79.5,900.5,336.6,8.61,9.82,87.7,22.5,24.6,91.4,7.33,13,56.3,0,0.3,3.88
1410,44.1,57,77.5,730.1,245.6,21.7,25.1,86.6,18.6,23.4,79.3,2.89,5.63,51.4,0.08,0.7,3.91
1411,49.9,59.7,83.5,748.9,210.4,28.6,30.7,93.4,14.7,17.4,84.5,4.19,6.89,60.8,0.27,2.43,5.27
1412,1,2,50,19,17,0,0,0,1,2,50,0,0,0,0,0,0
1413,33.3,43.3,76.9,600,243.3,16.7,16.7,100,16.7,16.7,100,0,0,0,0,0,6.67
1414,38.1,43.3,87.9,639,163.3,18.6,21,88.6,16.7,17.6,94.6,2.38,3.33,71.4,0,0.48,1.43
1415,61.2,68.5,89.3,1026.2,290.4,27.2,28.8,94.4,27.1,28.5,95.1,4.52,8.06,56,0,0.43,4.73
1416,21.1,36.7,57.6,257.8,64.4,14.4,17.8,81.3,5.56,11.1,50,0,1.11,0,0,2.22,2.22
1417,60.8,69.2,87.8,1143,438.1,22,22.3,98.7,32.1,35.4,90.8,5.67,9.62,59,0.19,0.48,3.94
1418,29.1,37,78.6,725.6,456,7.19,7.19,100,15.2,15.3,99.4,6.71,14.4,46.5,0,0.05,0.38
1419,39.1,52.8,74.1,687.9,278.5,18.7,21.2,88.2,14,17.9,77.9,5.15,10.4,49.3,0.29,1.91,3.24
1420,8.42,12.6,66.9,130.8,19.2,4.46,5.45,81.8,2.67,4.26,62.8,0.59,1.19,50,0.1,0.89,0.2
1421,56.4,63.7,88.5,968,222,23.5,26.9,87.2,26.6,28.5,93.4,4.29,5.11,83.8,0.08,0.45,5.86
1422,23.2,34.9,66.4,348.3,125.9,13.5,16.1,84,6.89,10.9,63,1.79,3.84,46.6,0.07,0.73,1.59
1423,35.3,43.2,81.7,553.3,197.1,17.1,19.6,87,14.8,16.7,88.8,1.96,4.25,46.2,0,0.41,3.11
1424,16.2,27.2,59.5,553.9,471.5,1.62,1.62,100,7.02,7.17,97.8,7.54,18.1,41.6,0,0,0.58
1425,30.6,41.3,74.2,479.5,150,16.7,21.1,79,9.75,12.2,80.2,2.28,4.3,52.9,0,0.89,2.91
1426,30,30,100,440,70,20,20,100,10,10,100,0,0,0,0,0,0
1427,19.3,25.3,76.5,269.1,53.4,11.6,13.7,84.7,5.61,7.23,77.6,0.88,1.28,68.4,0.27,1.15,1.69
1428,12.1,17.1,70.8,195,28.6,5,7.14,70,2.86,5,57.1,2.14,2.14,100,0.71,0.71,0
1429,100,120,83.3,1630,710,20,20,100,70,80,87.5,0,0,0,0,0,0
1430,63.6,69.2,91.9,920.6,134.8,39,40.4,96.5,21.4,22.8,93.9,1.8,2.6,69.2,0,1.2,3.2
1431,11.8,20.6,57.1,143.8,26.8,7.65,11.8,65,2.94,3.82,76.9,0.29,2.35,12.5,0.29,1.47,0
1432,43.6,58.1,75.1,785.1,243,19.2,21.9,87.6,17.6,21.6,81.4,5.42,12.4,43.6,0,1.31,2.71
1433,52.7,61.3,86.1,1160.4,326.3,12,13.3,89.9,32.6,34.9,93.6,7.88,12,65.8,0,0.1,2.64
1434,73,79.6,91.8,1429.9,494,22,23.3,94.3,45.1,47.6,94.7,5.7,7.41,77,0,0.22,5.78
1435,58.4,63.2,92.4,1029.8,339,20.8,22.2,93.7,33.2,34.4,96.5,3.8,6,63.3,0,0,3.4
1436,16.8,26.9,62.5,220.7,63.8,10.1,13.5,75.1,4.55,7.24,62.9,0.75,2.31,32.3,0.15,1.19,0.75
1437,37.2,43.7,85.2,616.4,141.5,17.8,20.3,87.5,15.7,17.1,91.9,2.68,3.55,75.5,0,1.01,3.62
1438,22,27.7,79.3,329.2,89.8,11.3,12.7,88.5,8.33,9.9,84.2,1.15,2.5,45.8,0,1.04,2.71
1439,33.8,46.9,72,541.3,189.5,18.4,21.5,85.5,11.5,15.6,73.7,2.3,5.74,40,0,0.98,1.64
1440,25.9,37.6,68.8,689.6,524.1,6.43,6.57,97.8,10.6,11.1,94.9,8.29,19.3,43,0,0,0.71
1441,17.8,26.7,66.7,226.7,78.9,15.6,17.8,87.5,0,3.33,0,1.11,4.44,25,0,0,0
1442,23.1,31.5,73.1,378.5,105.4,12.2,14.7,83.2,7.76,10,77.6,2.47,3.88,63.6,0,1.41,2
1443,20,20,100,185,60,20,20,100,0,0,0,0,0,0,0,0,0
1444,49.4,59.6,83,967.9,317.2,16.4,18.1,90.8,28.2,31.7,89,4.58,8.19,55.9,0,0,2.36
1445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1446,33.3,42,79.2,497.2,137.1,17.9,19.8,90.2,11.3,14.4,78.5,2.04,3.54,57.5,0,1.42,2.3
1447,23.5,29.8,78.9,566,353,7.19,7.29,98.7,10,10.1,99.5,6.24,12.2,51.2,0,0,0.57
1448,38.3,46,83.1,600.5,160.3,20.3,22.8,89.4,13.8,16.4,84.2,2.93,3.79,77.3,0,0.69,3.1
1449,63.1,67,94.2,1037,261.3,31.6,33,95.9,24.7,25.9,95.4,5.1,5.93,86.1,0.05,0.46,6.29
1450,41.9,51.5,81.3,779.1,256.3,18.6,21.2,87.6,16.5,19.1,86.6,5.71,8.53,66.9,0,0.64,5.38
1451,31.3,39.9,78.3,568.7,212.9,12,13.3,89.9,17.2,19.5,88.2,1.9,5.95,32,0.08,0.32,2.54
1452,30.7,39.8,77,468.6,195.8,16.9,19.4,86.9,10.9,15,72.9,1.78,3.22,55.3,0,0.68,3.73
1453,30.2,42.9,70.4,528.4,169.3,13.9,16,86.7,12.8,17.3,73.9,2.87,7.46,38.5,0,0.49,1.31
1454,45.5,53.4,85.2,686.6,176,26.3,29.7,88.9,16.2,17.9,90.3,2.17,2.7,80.6,0,0.61,4.96
1455,33.4,42.5,78.7,559.9,162.6,16.1,18.9,85.6,13,15.3,85.3,3.16,5.35,59,0.16,0.96,3.1
1456,25.4,33.4,76.1,359.8,108.2,13.9,16.5,84.4,7.92,10.3,77,1.46,2.57,56.8,0.28,2.08,1.6
1457,23.1,29.3,78.7,584,413.3,5.08,5.08,100,11.6,11.7,99.1,6.28,12.3,51.1,0,0,0.16
1458,23,33.3,69.3,409.1,126.3,10.9,13.6,80.2,8.26,11.8,69.9,3.04,5.87,51.9,0.36,2.32,2.46
1459,54.4,60.3,90.3,1014.5,340.7,19.6,21.2,92.7,29.9,31.1,96.3,4.13,6.54,63.2,0.1,0.48,3.65
1460,22,29,75.9,462,309,7,8,87.5,11,11,100,4,10,40,0,0,0
1461,53.6,61.5,8.73E+01,928.4,333.6,24.8,26.9,92.2,21.5,24.7,87.3,5.73,7.5,76.3,0,1.37,7.34
1462,27.8,34.6,80.5,737.8,464.1,4.68,4.79,97.8,14.4,14.6,98.6,8.63,14.9,57.7,0.05,0.05,0.42
1463,52.7,65.8,80.1,1010.8,260.7,21.7,24.4,88.8,20.3,23.6,86.1,8.98,13.5,66.4,0.23,1.48,6.93
1464,35.1,42,83.5,654.8,170.9,13.8,16.8,82.4,15.9,17.8,89.6,4.44,6.05,73.5,0,0.86,5.31
1465,23.5,34.1,68.9,398.8,124.1,10.7,14,76.4,9.95,13.9,71.5,2.03,4.06,50,0.1,0.41,1.93
1466,41.7,50.4,82.8,600.7,220,25.4,28.4,89.7,13.6,16.5,82.1,1.54,2.8,54.9,0.05,0.6,2.69
1467,36.4,42.9,85,679.8,253.8,13.3,14.5,91.8,19,21.9,87,3.57,5.24,68.2,0,0,1.67
1468,68.5,76.4,89.7,1408.7,459.6,24,25.7,93.4,34.3,36.8,93.1,10,13.2,75.8,0,0.21,7.45
1469,34.4,43.1,79.8,576,158,16.5,18.7,88,11.7,14.1,83.4,3.79,6.81,55.7,0.09,1.81,4.74
1470,20,40,50,180,30,10,10,100,0,0,0,0,10,0,0,0,0
1471,12,17.6,68.2,150,33.9,7.09,8.9,79.6,3.46,5.28,65.7,0.31,0.79,40,0,0.55,1.1
1472,23.1,31.1,74.3,336.9,93.1,12.8,14.5,88,7.98,10,79.8,1.47,2.75,53.3,0.28,1.74,1.38
1473,25,40,62.5,455,230,10,15,66.7,10,15,66.7,5,10,50,0,0,0
1474,41.9,48.1,87,778.4,197.8,18.8,20.9,89.6,16.9,18.4,91.5,5.31,6.88,77.3,0,0.94,5.94
1475,46.6,54.1,86.1,875.8,301.6,19,20.1,94.8,21,23.1,91,5.87,8.66,67.8,0.06,0.23,2.97
1476,48.1,63.5,75.8,827.3,298.1,24.4,25.9,94.1,17.3,22.5,76.6,5.33,11.3,47.1,0.12,2.24,3.82
1477,13.2,20.6,64,188.3,36.5,8.33,11.1,75.3,3.79,5.76,65.8,0.76,0.91,83.3,0,0.45,0.45
1478,48.9,60.7,80.5,899.5,350.5,18,21.4,84,25.9,29.3,88.4,4.77,7.73,61.8,0,0.45,2.27
1479,48.7,58.9,82.6,842.1,208.6,20.9,23.5,89.3,20.2,23.2,87,5.16,8.87,58.2,0.25,1.64,3.27
1480,12,19.3,62.4,137.3,23.9,7.27,10.2,71.1,2.95,4.09,72.2,0.23,0.91,25,0.23,1.14,0.23
1481,62.3,69.6,89.5,1140.2,454.6,22.8,24.3,93.7,34.9,37.6,92.8,3.9,6.04,64.5,0,0.11,4.29
1482,16.2,24,67.4,251.2,57.7,9.15,12.4,73.7,4,5.82,68.8,1.94,3.33,58.2,0.06,0.91,0.61
1483,4,5,80,49,0,2,2,100,1,1,100,0,1,0,0,0,0
1484,47.1,55,85.7,886.3,181.2,17.4,19.9,87.5,23.1,25.5,90.6,5.86,7.67,76.5,0,1.2,4.06
1485,28.6,31.6,90.5,687.8,467.8,6,6,100,16.2,16.6,97.6,6.4,8.8,72.7,0,0,0
1486,35,44,79.5,880,696,9,9,100,17,19,89.5,9,16,56.3,0,0,1
1487,42.3,48.6,87,806.9,282.3,14.1,14.9,94.7,23.3,25.2,92.5,4.16,7.42,56,0,0.16,1.84
1488,31.3,44.2,70.9,581.7,212.9,12.3,13.8,89.6,14.4,19.5,74,3.25,8.57,37.9,0,0.13,2.6
1489,38.8,55.8,69.6,655.6,268,18.6,21,88.5,16.3,22,73.9,3.13,8.59,36.5,0,1.41,3.54
1490,38.1,46.2,82.4,660.3,176.4,17.7,20.7,85.3,14.3,15.9,90,4.35,7.54,57.7,0,1.16,3.48
1491,18.9,30,63,234.4,82.8,12.2,15.6,78.6,3.33,5.56,60,1.11,5,22.2,0,0.56,2.22
1492,51.1,57.8,88.4,839.1,202.4,25.1,27.4,91.3,21.5,22.8,94.1,3.37,4.65,72.5,0,1.05,4.88
1493,29.3,35.8,81.8,453.3,113.9,15.4,18.1,84.8,10.6,12.5,84.4,1.96,3.07,63.8,0.07,0.52,1.24
1494,19.5,30.5,63.9,388.5,110.5,9,12,75,5.5,6.5,84.6,4.5,10.5,42.9,0.5,2,0.5
1495,35.3,45.9,77,595.6,169.6,16.7,19,87.7,13.5,16.9,79.8,3.55,7.02,50.5,0.35,2.48,5.04
1496,37.5,47.5,78.9,526.7,136.7,20.8,23.3,89.3,11.7,16.7,70,2.5,3.33,75,0,1.67,4.17
1497,27.3,38.9,70.3,472.8,193.4,13.2,14.3,92.7,11,15.8,70,2.83,6.82,41.5,0.12,0.75,1.79
1498,5,9.29,53.8,80.7,32.9,2.14,2.86,75,2.86,2.86,100,0,2.86,0,0,0,0
1499,27.5,33.8,81.5,491.3,148.8,13.8,15,91.7,7.5,7.5,100,5,8.75,57.1,0,0,2.5
1500,37.4,49,76.3,653.7,176.4,16.6,21,79.1,16,18.1,88.6,3.84,6.85,56,0,0.41,4.11
1501,17.4,25.3,68.9,392.3,164,4.89,6.38,76.7,9.15,11.5,79.6,3.19,6.38,50,0,0.21,1.49
1502,33.8,41,82.3,648,158.5,14.5,17.1,85.1,14.7,16.8,87.6,4.25,5.85,72.6,0.09,0.75,3.49
1503,41,49,83.7,670.5,202.9,19.1,21.5,89.2,16.3,19,85.8,3.41,5.19,65.6,0,0.76,3.46
1504,50,57,87.8,969.5,276.7,17.7,18.4,96.2,24.4,27.7,88.2,6.74,9.53,70.7,0,0.23,4.42
1505,11.4,22.9,50,214.3,80,5.71,14.3,40,4.29,5.71,75,1.43,1.43,100,0,2.86,0
