Player_ID,PassesCompleted,PassesAttempted,PasCompleted%,PassingDist,Progressive_PassesDist,ShortPasses,ShortPassesAtt,ShortPasses%,MediumPasses,MediumPassesAtt,MediumPasses%,LongPasses,LongPassesAtt,LongPasses%,Assists,PassesLeadingtoShot,Passes_into_final3rd
662,31.3,41.8,75,588.4,221.8,14.7,16.5,89.3,10.4,13.4,78,5.29,8.68,61,0.29,3.09,3.68
663,16.1,21.2,7.59E+01,239.1,49.1,8.34,10.2,81.4,5.46,6.56,83.2,0.98,1.47,66.7,0.25,1.35,0.86
664,25.7,34.2,75.2,387.6,89.2,14.5,17.5,82.6,7.99,10.2,78.2,1.96,3.64,53.7,0.16,2.01,1.68
665,39.9,47.3,84.3,849.7,312.5,10.9,12.7,85.8,22.4,24.5,91.4,6.17,9.3,66.4,0,0.23,3.13
666,56.1,64.6,86.8,893.5,280.1,26.7,29.4,90.9,24.9,27.9,89.1,3.04,4.59,66.3,0,0.26,4.23
667,32,45.3,70.6,400,236,24,28,85.7,7.33,10,73.3,0,4,0,0,0,0.67
668,61.7,71.9,85.8,1157.5,493.1,24.4,26.3,92.9,30.4,33.5,90.7,6.46,10.8,59.6,0,0.21,4.58
669,35,60,58.3,590,210,10,17.5,57.1,22.5,32.5,69.2,0,5,0,0,0,0
670,14.3,20.9,68.3,189.9,35.4,8.77,12.1,72.5,3.68,4.97,74.1,0.53,0.76,69.2,0,0.7,1.17
671,31.5,41,76.9,475.3,97.1,18,20.8,86.6,10.9,13.8,78.9,1.77,3.67,48.3,0,0.25,2.28
672,34.1,45.6,74.7,643.1,261.2,13.8,16.5,83.3,14.4,18.1,79.2,4.76,8.47,56.3,0,0.41,3.29
673,11.4,12.9,88.9,147.1,37.1,5.71,7.14,80,4.29,4.29,100,0,0,0,0,0,0
674,25.8,34.9,73.9,426.6,112,11,13.4,82,10.8,13.4,80.3,2.2,4.95,44.4,0,0.55,2.97
675,39.5,47.1,83.8,643.7,240.3,18,20.6,87.2,17.5,19.6,88.9,2.36,3.91,60.5,0.09,0.55,2.36
676,18.7,26.8,69.7,248.6,84,11.2,15.1,74.5,5.93,8.35,71.1,0.66,1.21,54.5,0,0.33,0.66
677,32,38,84.2,600,44,12,12,100,14,14,100,6,10,60,0,0,2
678,85.6,92.8,92.2,1544.5,559.8,30.4,32.3,94.2,49.4,52.2,94.7,4.95,6.6,75,0,0.21,5.26
679,24.2,31.7,7.61E+01,334.8,110.4,13.8,16.9,81.7,7.92,10.5,75.6,0.74,1.61,45.8,0.13,1.01,2.68
680,25.7,37.4,68.8,773.6,572.5,4.04,4.09,98.9,11.3,11.8,95.9,10.1,21.2,47.7,0,0.09,0.91
681,26.9,34.2,78.6,399.5,128.8,14.3,16.4,87.3,9.65,11.7,82.8,1.48,2.78,53.1,0.26,2.09,4.17
682,29.9,37.6,79.3,448.7,87.8,18.2,22.1,82.7,9.26,11,84,1.76,2.06,85.7,0.29,0.88,2.65
683,10,10,100,80,0,10,10,100,0,0,0,0,0,0,0,0,0
684,12.3,19.5,62.8,166.8,15.5,8.18,11.8,69.2,2.27,4.09,55.6,0.91,0.91,100,0,0.91,0.45
685,17,22,77.3,221,36,10,10,100,6,9,66.7,0,1,0,0,2,2
686,57.4,66.6,86.2,1117.3,431.5,20.9,22.7,92.3,28.9,31.3,92.5,6.57,10.6,62.2,0,0.28,2.58
687,8.86,17.3,51.3,110.7,25.2,6.14,9.09,67.5,1.59,4.55,35,0.45,1.14,40,0,0.91,0.91
688,43.5,57.3,75.9,687.8,259.8,24.6,27.2,90.1,15,20.4,73.7,3.17,6.34,50,0,1.06,2.2
689,39.7,55,72.2,769.9,267.5,16.9,19.7,85.7,15.6,19.8,78.9,6.13,12.6,48.8,0.06,2.27,2.52
690,18.9,30.7,61.5,543.3,397.6,3.47,3.47,100,8.95,9.11,98.3,6.42,17.8,36,0,0.05,0.58
691,27.9,39.1,71.5,416.7,139.5,16.6,20.5,80.9,9.2,12.4,74.1,1.38,3.91,35.3,0.11,0.92,2.18
692,50,70.9,70.5,763.6,229.1,28.2,30.9,91.2,17.3,25.5,67.9,2.73,8.18,33.3,0,3.64,6.36
693,14.7,26,56.4,206.7,39.3,8,12,66.7,6.67,10.7,62.5,0,1.33,0,0,1.33,0
694,62.5,72.6,86.1,1148.3,405.9,22.3,25.1,89.1,32.8,36.6,89.8,5.56,8.48,65.5,0,0.1,5.86
695,18.4,23.5,78.3,204.1,38.2,11.8,13.5,87.9,3.06,4.29,71.4,0.2,0.41,50,0,1.02,1.02
696,53.7,63.3,84.8,1106.9,357.6,14.9,17.2,86.3,32.6,35.6,91.6,6.06,9.69,62.6,0,0.08,3.46
697,38.9,48.5,80.2,603.7,149.7,21,24.5,85.6,13.2,16.2,81.9,2.73,4.44,61.4,0.4,1.41,3.03
698,28.6,47.1,60.6,394.3,131.4,20,27.1,73.7,2.86,8.57,33.3,2.86,7.14,40,0,4.29,0
699,24.5,31.7,77.1,689.9,463.7,2.6,2.67,97.5,13.3,13.5,99,8.33,15.3,54.6,0,0.07,0.33
700,43.1,51.6,83.5,883.7,341.4,13.5,15.3,88.7,23.2,26,89.3,5.68,8.73,65.1,0.14,0.36,5.5
701,70,70,100,920,200,50,50,100,20,20,100,0,0,0,0,0,0
702,66.2,71.8,92.3,1165.2,395.9,27.8,29.4,94.5,31,32.4,95.7,5.7,7.2,79.1,0,0.1,3.16
703,31.7,38.7,81.9,582.4,225.1,12.9,14.2,90.9,15,16.4,91.1,3.33,6.43,51.8,0,0.06,1.87
704,24.5,33.3,73.7,363,108.8,14.1,15.9,88.2,8.28,11.6,71.6,1.25,2.97,42.1,0.16,0.94,1.88
705,43.4,51,85.2,787.8,224.8,17.5,18.8,93.1,21.4,23.7,90,3.96,6.57,60.4,0,0.12,3.43
706,43.1,53.3,81,921.4,393.4,11.8,13.7,85.8,23.1,26.9,86.2,7.5,11.2,67.3,0.1,0.3,4.8
707,50.6,57.7,87.7,826.4,258.3,25.4,27.7,91.6,21.6,23.2,93.1,2.75,5.07,54.3,0,0.14,2.46
708,7.5,12.5,60,77.5,25,7.5,7.5,100,0,2.5,0,0,0,0,0,0,0
709,28.8,40,72,862,640.4,4.8,4.8,100,14,14,100,10,20.8,48.1,0,0,0.4
710,20,20,100,280,20,20,20,100,0,0,0,0,0,0,0,0,0
711,33.3,46.7,71.4,286.7,56.7,30,33.3,90,0,3.33,0,0,3.33,0,0,0,0
712,17.6,24.8,71.1,266.6,70.8,10.9,13.5,80.7,4.97,6.67,74.5,1.15,1.7,67.9,0.18,1.03,1.58
713,48.7,58.3,83.6,856.2,241.4,21.8,23.8,91.7,21.8,25.8,84.5,4.55,6.82,66.7,0.08,0.76,2.95
714,31.7,40.4,78.4,558.3,184.6,13,15,86.6,15.8,18.9,83.5,2.2,4.59,48,0.09,0.18,3.03
715,44.5,55.1,80.6,661.6,165.1,25.7,27.6,93.1,14.5,18.5,78.1,2.43,4.73,51.4,0,0.81,1.89
716,22.5,34.1,65.9,387.2,192.4,11.5,14.2,81.1,7.98,11.8,67.5,2.5,5.29,47.3,0.29,1.06,2.12
717,32.8,39.8,82.4,501.3,114.5,17.9,21.1,84.8,12.3,14.7,84.1,2.13,2.13,100,0,1.91,1.49
718,8.64,12.7,67.9,116.8,12.3,5.91,8.18,72.2,1.36,2.27,60,0.91,1.36,66.7,0.45,0.45,0.45
719,12.9,16.7,77.5,171.3,26.7,6.67,8.75,76.2,4.58,5.42,84.6,0.42,0.42,100,0,1.25,0.42
720,1,2,50,12,11,1,1,100,0,0,0,0,1,0,0,0,0
721,38,48.7,78.1,596.8,175.5,20.2,23.6,85.4,12.4,15.4,80.7,3.31,5.41,61.3,0.14,1.49,4.05
722,16.5,19.4,84.8,238.2,97.1,8.24,9.41,87.5,7.06,7.65,92.3,0.59,1.18,50,0,0,0
723,57.1,67.1,85.1,1160,427.5,16.7,18.8,88.9,33.3,35.8,93,6.67,10.8,61.5,0,0,4.17
724,11.7,23.3,50,195,10,6.67,8.33,80,3.33,6.67,50,1.67,5,33.3,0,0,0
725,22.5,25.9,87.1,450.1,292.9,7,7.04,99.4,11.7,12,97.5,3.26,6.26,52.1,0,0,0
726,32.2,45.6,70.7,644.4,182.2,7.78,13.3,58.3,21.1,25.6,82.6,3.33,5.56,60,0,0,0
727,55.3,62,89.2,1000.1,355.2,22.2,23.4,94.9,28.8,30.9,93.2,3.81,6.43,59.3,0,0.05,4.67
728,13.4,20.3,66.1,190.3,67.6,8.97,11,81.3,3.45,6.21,55.6,0.69,1.72,40,0,1.03,1.72
729,62.2,75.6,82.4,1152.2,271.1,21.1,27.8,76,32.2,33.3,96.7,6.67,11.1,60,0,1.11,3.33
730,33.4,42.6,78.5,461.7,104,18.6,23.7,78.3,12.6,15.1,83,0.57,0.86,66.7,0,0.29,2.57
731,35.1,42.2,83.3,590,186,17,18.8,90.7,14.5,17,85.2,2.84,3.93,72.2,0.11,0.98,3.99
732,21.7,41.7,52,270,58.3,8.33,16.7,50,10,18.3,54.5,0,0,0,1.67,3.33,0
733,25.4,31.7,80.2,397.8,79.6,14.2,17.3,82.2,8.21,9.36,87.7,1.79,2.82,63.6,0.13,0.9,2.56
734,40,40,100,490,90,30,30,100,10,10,100,0,0,0,0,0,0
735,33,40.5,81.4,606,234.5,13.5,14.9,91.1,14.2,16.1,88.5,3.89,7.26,53.7,0,0.09,3.63
736,30.2,38.4,78.7,479.3,151.4,14.3,17.1,84,12.8,15.4,83.6,1.72,3.23,53.1,0.2,1.52,4.85
737,38.2,47.4,80.5,572.4,197.3,21.6,24.4,88.5,13.4,16.8,80,2.01,4.21,47.8,0,0.61,2.5
738,28.2,34.7,81.4,369.7,64.7,20,21.2,94.4,5.59,7.65,73.1,1.47,2.35,62.5,0,0.29,2.06
739,22.4,33.4,67.1,618.6,431.9,5.79,5.85,99.1,9.08,9.18,98.9,7.28,18,40.5,0,0,0.46
740,37.5,47.5,78.9,571.3,191.3,21.3,26.3,81,13.8,15,91.7,2.5,6.25,40,0,0,2.5
741,13.3,21.4,62.3,170.6,31.1,6.39,10.8,59,5.28,6.94,76,0,0.28,0,0,1.11,0.83
742,21,31.7,66.1,316.5,93.5,10.3,14.6,70.6,6.77,9.68,70,1.61,2.47,65.2,0.32,1.29,2.15
743,27.6,34.9,79.1,567.2,220.6,8.86,10.4,85,14,16.5,84.9,4.43,7.41,59.9,0.11,0.16,1.62
744,19.2,30.7,62.5,311.9,80.5,9.78,12.2,80.4,5.84,9.84,59.3,2.11,5.68,37.1,0.27,2.05,1.19
745,25,39.3,6.36E+01,509.3,99.3,7.14,10.7,66.7,11.4,15,76.2,5,8.57,58.3,0,0.71,4.29
746,27,36.2,74.6,467.3,112.5,12.6,14.9,84.3,10.6,13.1,81.2,2.6,4.81,54.1,0,1.04,3.64
747,20,40,50,200,90,20,20,100,0,0,0,0,10,0,0,0,0
748,33.3,49.2,67.8,512.5,101.7,14.2,22.5,63,11.7,16.7,70,3.33,4.17,80,0.83,2.5,2.5
749,26.9,36.8,73.1,445.5,149.5,12.9,15,85.9,11.2,15.3,73.4,2.18,4.44,49.2,0.15,1.43,0.68
750,36.2,47.3,76.4,654,228.5,14.5,17.2,84.5,16.2,19.2,84.3,4,7.67,52.2,0,0.5,5.17
751,73.5,81.8,89.9,1444,527.4,24.5,25.8,95,39.2,41.2,95.3,8.62,12.8,67.3,0,0.05,4.86
752,26.7,34.2,78.2,700.8,469.4,4.55,4.55,100,14.5,14.8,98.2,7.5,14.6,51.4,0,0,0.18
753,30,50,60,480,70,10,20,50,20,30,66.7,0,0,0,0,0,0
754,35,52.5,66.7,502.5,32.5,25,35,71.4,7.5,10,75,2.5,7.5,33.3,0,0,0
755,15,20,75,183.7,15.2,9.67,12.2,79.5,3.67,5.17,71,0.17,0.33,50,0,1,0.67
756,38.9,53.4,72.8,664.7,282.6,19.5,22.3,87.2,13.8,18.2,75.7,4.29,9.03,47.5,0,0.52,4.29
757,32.8,42.2,77.8,580.3,150.4,17.3,19.5,88.3,9.54,12.1,79.1,4.81,7.25,66.3,0.46,2.9,2.67
758,18.1,25.4,71.3,287.6,74.2,9.31,12.2,76.6,6.46,8.54,75.6,1.46,2.64,55.3,0.21,1.11,2.01
759,12.5,25,50,245,40,5,10,50,5,5,100,2.5,5,50,0,0,0
760,42,56,75,746,474,18,22,81.8,22,28,78.6,2,4,50,0,0,8
761,43.9,54,81.3,852.7,310.1,17.3,19.5,88.8,19.6,23.2,84.6,6.34,9.9,64,0,0.1,4.16
762,35.9,45.5,79,596.9,203.2,16.8,19.2,87.4,15.2,18.6,81.7,2.86,4.95,57.8,0.11,0.33,1.54
763,31.7,36.4,86.9,745.9,481.5,7.14,7.24,98.7,17,17.1,99.2,7.52,12,62.5,0.05,0.05,0.24
764,32.3,40.3,80.2,550.5,153.4,14.9,17.2,86.9,12.8,15.2,84.1,3.25,4.5,72.2,0,0.92,2.17
765,16.3,22.7,71.6,186.8,36,11.7,14.5,80.7,3.14,5.12,61.3,0.25,0.5,50,0.17,0.99,0.58
766,17,25.2,67.5,199.5,56.2,11.7,14.5,80.5,3.17,5.17,61.3,0.67,1.5,44.4,0,1,0.83
767,24.7,31.9,77.4,377,113.6,13.5,16.1,84,8.52,10.1,84.1,1.42,2.26,62.9,0.13,0.9,3.23
768,15.6,27,57.5,212.6,74.4,10.7,14.4,74.4,4.07,5.93,68.8,0.37,1.85,20,0,1.48,1.11
769,45.3,53.6,84.5,799.7,296,21.7,23.9,91,17.7,19.7,89.9,5,7.43,67.3,0.14,1.29,5.57
770,29.1,41.2,70.8,495.7,205.7,13,16.8,77.6,12.6,16.7,75.7,2.9,5.22,55.6,0,0.58,2.75
771,21.4,34.3,62.5,392.9,202.9,11.4,14.3,80,4.29,8.57,50,5.71,8.57,66.7,0,0,1.43
772,23.9,30.1,79.2,356,77.6,13.4,15.8,84.9,7.16,8.75,81.8,2.16,2.73,79.2,0.34,0.91,2.95
773,25.4,36.2,70.2,375.8,150.5,14.3,18.5,77.5,8.77,12,73.1,1.08,2.62,41.2,0.15,0.46,2.77
774,21.8,26.3,82.9,283.3,32.6,14.4,16.7,86.1,5.12,6.34,80.8,0.73,0.85,85.7,0.37,0.73,1.1
775,15,20,75,270,0,10,15,66.7,0,0,0,5,5,100,0,0,0
776,20.5,27.7,73.8,258,66.4,14.1,18.6,75.6,4.77,6.59,72.4,0.68,0.68,100,0.23,1.14,0.68
777,12.5,17.5,71.4,188.8,90,7.5,12.5,60,3.75,3.75,100,0,0,0,0,2.5,1.25
778,12.6,21.1,60,169.5,43.2,8.42,9.47,88.9,3.68,7.37,50,0,2.63,0,0,0.53,1.58
779,43.3,54.4,79.6,637.3,158.6,24.8,27.7,89.4,14.8,18.7,79.2,2.06,4.13,50,0.08,1.27,4.05
780,38.5,46.5,82.7,504.8,118,25.2,28,89.9,10,12.7,78.6,1.3,2.17,60,0.11,1.09,2.28
781,43.8,46.2,95,793.1,172.3,17.7,17.7,100,20.8,22.3,93.1,4.62,4.62,100,0,0,2.31
782,42.7,52.2,81.8,732,256.8,19.3,21.5,89.8,19.6,23.5,83.6,2.98,5.18,57.6,0.09,0.35,2.54
783,62.1,67.1,92.6,1138.8,355.6,22.4,23.8,94.1,34.2,35.4,96.7,4.79,6.55,73.1,0,0.3,1.52
784,35.7,43.9,81.3,782.5,299.6,8.53,9.58,89.1,21,23,91.4,5.92,10.6,55.9,0,0.16,1.52
785,11,16.5,66.7,129,22.9,6.08,8.36,72.7,2.75,4.09,67.1,0.29,0.53,55.6,0.06,0.53,0.53
786,18,27.1,66.6,262.4,76,11.3,14.5,78.3,4.55,6.92,65.7,1.41,2.88,48.9,0.06,0.9,1.28
787,22.2,35.3,62.9,417.9,115.9,9.54,11.8,80.6,7.47,11,67.7,3.91,7.7,50.7,0.34,2.18,1.38
788,10,15,66.7,200,92.5,5,7.5,66.7,2.5,5,50,2.5,2.5,100,0,0,0
789,14.4,21.1,68.6,208,51.3,7.78,10.4,74.7,4.33,6.14,70.5,1.05,1.29,81.8,0.12,1.46,1.35
790,42.9,54.3,78.9,672.7,196.9,22.7,25.5,89.1,15.9,18.8,84.4,2.78,5.04,55.2,0.08,0.45,2.71
791,9.15,14.4,6.36E+01,138.5,14.9,5.24,7.44,70.5,3.05,4.63,65.8,0.37,0.73,50,0,0.37,0.24
792,32.8,42.3,77.4,606.4,182.5,12.8,16,80.1,15.5,18.5,83.7,3.89,5.78,67.3,0.05,1.24,3.95
793,29.1,40.9,71.4,548.9,243,13.2,15.5,84.9,10.6,13.8,76.9,4.68,7.87,59.5,0.43,2.55,5.32
794,49.3,62.5,78.9,815.2,241.6,25.6,29.1,88.1,17.5,20.9,83.8,4.48,8.85,50.7,0.42,1.52,5.39
795,41,47.1,87.2,889.7,284.8,11,11.9,92,22.4,24.1,92.7,7.43,10.3,72.1,0,0,1.84
796,35.8,46.8,76.6,605.6,230.6,16,18.9,84.6,16.6,19.7,84.4,2.58,5.81,44.4,0.16,0.65,4.84
797,37.8,46.5,81.3,537.4,152.6,23.9,26.5,90.2,12.2,14.8,82.4,1.3,3.91,33.3,0,1.3,4.78
798,32.4,44.5,72.8,533.5,205.8,16.2,17.8,91.4,11.8,14.5,81.3,3.18,8.47,37.5,0,0.94,1.29
799,27.5,42.7,64.3,460.3,206.1,13.6,16.6,81.7,10.9,15.5,70.2,2.34,7.21,32.4,0.15,0.76,2.18
800,52.2,59.4,88,962.8,381.7,19,21.3,89.5,29,31.3,92.9,3.72,6.06,61.4,0.11,0.11,1.7
801,50,64.8,77.2,781.4,248.6,30,33.8,88.7,17.1,21.9,78.3,1.9,6.19,30.8,0,0.48,5.71
802,32.5,40.3,80.6,609.3,221.1,11.3,13.2,85.6,17.4,19.3,89.9,2.97,6.35,46.8,0,0.07,2.23
803,54,66.7,80.9,786.8,256.9,30.8,34.5,89.2,18.9,22.9,82.2,2.43,4.21,57.6,0.21,1.5,3.5
804,66.7,74.7,89.3,1337.4,509.3,19,20.6,92.4,39.9,42.1,94.7,7.11,10.1,70.3,0,0.11,4.44
805,25.4,35,72.6,458.2,128.3,10.3,12.3,83.5,11.4,14,81.3,2.82,6.21,45.3,0.19,1.46,3.11
806,31.9,40.5,78.7,491,136.9,18.4,20.9,88.1,9.71,12,81.1,2.62,5.52,47.4,0.17,1.98,2.91
807,28,36.9,76,416,175.1,16.9,18.3,92.2,7.43,8.86,83.9,2.29,6.29,36.4,0,1.43,2.57
808,22.9,33.7,68,317.4,80.6,14.5,18.3,79,6.31,9.23,68.3,1.38,2.31,60,0.31,0.77,0.62
809,17.9,27.3,65.6,556.4,435.7,3.7,3.7,100,6.68,6.73,99.3,7.4,16.6,44.6,0,0,0.38
810,56.8,64.5,88.1,926.2,222.5,28.5,30.5,93.4,21.9,23.9,91.9,4.75,6.91,68.8,0,0.43,4.17
811,34.8,46.8,74.4,550.4,172.4,18.8,22.8,82.5,13.6,17.6,77.3,1.6,4.4,36.4,0,1.6,2
812,35.4,43.8,80.9,545,201.9,17.6,20.3,86.4,15.3,17.2,88.8,1.33,3.37,39.4,0,0.2,2.65
813,59.1,68.4,86.4,1112.6,382.1,20.3,22.8,89,33.4,35.8,93.5,4.75,8.44,56.3,0,0.19,2.63
814,31.7,38.3,82.6,672,280.3,7.33,9.33,78.6,18,19.3,93.1,5.33,7.67,69.6,0,0.33,2.67
815,34.3,41.1,83.4,599.7,122.7,16.5,18.4,89.7,13,14.4,90.1,3.97,6.67,59.5,0.32,1.75,2.7
816,35.7,43.7,81.7,1087.3,828.7,4,4,100,18,18,100,13.7,21.7,63.1,0,0,0.67
817,38.5,47.7,80.6,596.2,285.4,20.8,22.3,93.1,14.6,19.2,76,3.08,6.15,50,0,1.54,5.38
818,43.9,51.5,85.3,661.5,207.6,25.5,27.9,91.3,13,14.8,87.8,3.03,5.45,55.6,0.3,1.82,5.15
819,16.9,21.9,77.2,222.5,34.8,11.5,13.7,84.5,4.42,5.38,82.1,0.58,0.77,75,0,0.19,1.35
820,16.7,31.9,52.4,541.9,420.1,2.45,2.45,100,6.68,6.95,96.1,7.45,22.2,33.6,0,0.05,0.32
821,24.3,31.7,76.8,555.5,214.1,6.37,7.75,82.3,12.6,14.7,86,5.2,8.63,60.2,0,0.29,2.75
822,43.3,53.3,81.3,846.7,213.3,10,10,100,26.7,30,88.9,6.67,10,66.7,0,0,0
823,24.5,37.5,65.3,449.6,208.1,10.4,13.4,77.5,10.4,14.2,73.3,3.02,6.79,44.4,0.38,0.57,2.08
824,32.6,38.7,84.1,399.9,51.5,24,26.7,89.6,6.51,7.44,87.5,0.93,1.28,72.7,0.35,0.93,1.16
825,41.1,50,82.2,652,161.5,19.6,22,89.1,17.4,19.3,89.9,2.61,6.09,42.9,0.43,1.09,2.61
826,12.5,22.5,55.6,155,42.5,10,10,100,2.5,5,50,0,0,0,0,0,0
827,34.6,44.7,77.3,653.1,269.8,11.8,14.2,82.7,18,20.8,86.2,3.98,7.8,51.1,0,0.25,2.03
828,28.1,34.1,82.6,371.9,92.6,18.5,20.7,89.3,7.78,9.63,80.8,0.74,2.22,33.3,0,0.74,1.11
829,37.9,47.9,79.1,810.7,342.6,10.5,11.7,89.8,19.8,22.9,86.5,6.19,11.4,54.2,0,0.48,1.43
830,35.2,44.8,78.5,441.7,129.5,20.9,23.9,87.5,8.05,9.54,84.3,1.84,5.06,36.4,0.23,2.18,3.22
831,57.8,64.4,89.7,1174.4,346.7,20,22.2,90,28.9,28.9,100,8.89,12.2,72.7,0,0,1.11
832,55,60,91.7,1029.5,385,20,20.5,97.8,30,32.7,91.7,4.55,5.45,83.3,0,0.45,6.82
833,40.5,47.2,85.7,734.8,289,15.9,17.2,92.6,18.7,20.5,91.5,4.88,7.21,67.7,0,0.12,1.51
834,30,43.1,6.96E+01,468.1,148.8,16.9,20,84.4,10.6,12.5,85,1.88,6.25,30,0,1.88,4.38
835,23.8,31.7,75,320.4,94.4,13.6,15.7,86.7,5.83,8.33,70,1.53,4.03,37.9,0.42,1.39,1.94
836,33.1,45,73.5,647.6,214.1,10.8,13.4,80.9,18.6,22.1,83.9,3.27,7.55,43.2,0.1,0.2,2.14
837,51.6,60.7,85,820.2,230.8,26.1,28.1,92.8,21.5,24.3,88.4,2.83,5.45,51.9,0,0.71,3.43
838,15.4,20,76.9,185.4,28.8,11.2,13.1,85.3,3.46,4.62,75,0.38,0.38,100,0.77,1.15,0.38
839,33.1,40.5,81.7,465.2,88.5,19.7,22,89.8,10.2,12.1,83.8,1.43,2.59,55.2,0,0.63,2.23
840,38.1,51.4,74.1,624,206.9,20.6,24.1,85.6,11.6,15,77.2,4.29,7.9,54.2,0.19,2.71,3.33
841,32.7,44.9,72.8,689.9,256.7,12.1,13.4,89.9,13.7,17.1,80.1,6.31,12.3,51.4,0.14,0.57,2.41
842,25.6,38.8,66,897.2,750.9,2.1,2.2,95.5,10.2,10.8,94.4,13.3,25.6,52,0,0,1.5
843,34.3,40.4,84.7,576.8,166.6,17.6,19,92.7,11.7,13.3,87.8,3.97,6.32,62.8,0,0.81,3.38
844,20.5,31.6,64.9,822.7,690.3,1.6,1.6,100,6.9,7,98.6,12,22.8,52.6,0,0.1,1.5
845,15.7,24.6,63.8,225.4,52.1,7.86,11.1,71,6.43,8.93,72,0,1.07,0,0,1.79,0.71
846,74,84.5,87.6,1473,387,24,29,82.8,38.5,40,96.3,11,12.5,88,0.5,1,9
847,8,14,57.1,204,130,1,2,50,5,8,62.5,2,4,50,0,0,0
848,35.8,43.3,82.6,752.3,300.9,10.3,11.2,92.1,19.3,21.9,88.1,5.41,8.42,64.2,0,0.14,2.05
849,1,1,100,10,0,1,1,100,0,0,0,0,0,0,0,0,0
850,26.3,36.6,71.6,759.8,543.7,3.4,3.45,98.6,14,14.3,97.6,8.75,18.6,47,0,0,0.45
851,51,57,89.4,932.8,226.2,21.7,23.5,92.1,23.3,25,93.3,5.09,6.57,77.5,0,0.46,4.07
852,40,47.5,84.2,792.2,248.6,11.9,13.1,90.5,22.9,25.2,90.9,4.27,6.98,61.2,0,0.31,1.77
853,38,49.3,77.2,766.1,254.1,13.4,16.1,83.3,19.3,22.2,86.8,5.12,9.76,52.5,0,0.49,3.41
854,53,65,81.5,994,301,21,22,95.5,23,30,76.7,8,10,80,0,1,1
855,55.4,65.8,84.2,1009.7,336.3,23.6,25.8,91.5,22.7,25.7,88.4,7.02,10.9,64.5,0.12,0.83,5.6
856,22.9,37.6,60.9,364.2,143.6,12.7,16.4,77,6.44,10,64.4,2.89,7.56,38.2,0.22,1.33,2.67
857,66,82,80.5,928,262,30,34,88.2,32,38,84.2,0,2,0,0,0,10
858,33.2,42.6,77.9,452.1,143.9,20.2,23.5,86,9.51,12,79,1.55,2.33,66.7,0.29,1.65,3.69
859,34.3,47,73.1,544.8,175.2,17,20.4,83,15.7,18.7,83.7,1.3,4.35,30,0,0.87,3.04
860,31.5,43.1,73.2,549.2,353.8,14.6,16.9,86.4,14.6,20,73.1,2.31,5.38,42.9,0,0,3.08
861,30.1,41.3,73,987.1,735.9,2.9,2.95,98.3,14.2,14.4,98.6,12.9,23.6,54.9,0,0.1,1.75
862,22.6,32.5,6.97E+01,380.7,115.1,11.2,14.4,78,8.77,11.1,79.4,1.93,4.39,44,0,0.18,2.28
863,31,47,66,556.3,236.5,14.5,17.4,83.1,11.7,16.6,70.4,4.02,9.2,43.7,0.27,2.32,2.86
864,56.4,71.8,78.5,1013.6,294.5,23.6,25.5,92.9,29.1,32.7,88.9,3.64,12.7,28.6,0,0.91,3.64
865,44.1,54.9,80.2,666.5,117.2,26.2,28.8,91,13.2,15.9,83.2,2.76,5.69,48.5,0.34,1.9,2.07
866,5,10,50,45,25,5,5,100,0,0,0,0,0,0,0,0,0
867,46.8,53.1,88.1,774.6,157.7,23.3,25.4,91.7,17.8,19.6,90.8,3.92,5,78.4,0.15,1.03,4.79
868,58.5,70,83.6,997.5,279.5,22,22,100,32,37,86.5,3,6.5,46.2,0,0,8
869,86,95,90.5,1342.5,329,40.5,42.5,95.3,43.5,46.5,93.5,1,5,20,0,0,2.5
870,21.6,30.4,71.2,579.1,421.6,3.88,3.88,100,10.4,10.5,98.8,7.25,15.9,45.7,0,0,0.25
871,39.8,48.9,81.4,696.1,212.5,18,22.1,81.6,15.6,18.1,86.4,4.66,6.27,74.2,0.05,0.83,5.1
872,46.1,56.7,81.3,791.7,214.8,20,23.2,86.3,20.9,24.5,85.2,3.62,5.36,67.6,0,1.45,2.46
873,58.8,66,89.1,1127.1,396.7,21.3,22.6,94.3,29.5,32,92.4,6.89,9.89,69.7,0,0.23,3.33
874,32.8,45.7,71.8,562.5,167.6,15.5,17.8,87.4,12.2,16.1,76.2,3.93,8.04,48.8,0,1.03,3.74
875,28.6,35,81.6,394.2,100.1,17.7,20.5,86.6,7.98,8.93,89.3,1.31,2.26,57.9,0.24,0.71,3.69
876,30,36.1,83.1,399.4,161.1,18.9,20,94.4,5.56,6.11,90.9,2.22,6.11,36.4,0,1.11,4.44
877,17.5,21.5,81.4,432,309.5,3.5,3.5,100,9,9,100,5,8.5,58.8,0,0,0
878,26.4,36.1,72.9,416.6,143.6,14.7,16.8,87.6,8.23,11.1,73.8,2.6,5.1,51,0.52,1.46,3.13
879,10,30,33.3,150,110,0,10,0,10,20,50,0,0,0,0,0,0
880,46.9,58.5,80.3,661.5,136.2,30.8,34.6,88.9,13.8,16.9,81.8,0.77,3.08,25,0,1.54,0.77
881,31.5,44.6,70.6,494.2,177.7,16.4,19.1,85.8,12.4,17,73,1.89,5,37.8,0.14,0.54,2.3
882,50,57.3,87.3,878.1,332.3,22.6,24.1,93.5,22.7,25,90.9,4.14,6.14,67.4,0,0.71,4.86
