Player_ID,MP,Starts,Min,Min/90,Goals,Shots,SoT,SoT%
162,20,20,1800,20,0,0,0,0
163,4,4,360,4,0,1,0.25,25
164,11,9,839,9.3,2,0.54,0.32,60
165,18,10,1039,11.5,4,2.96,1.13,38.2
166,2,1,96,1.1,0,1.82,0,0
167,20,17,1317,14.6,4,2.4,0.82,34.3
168,7,3,351,3.9,0,0.51,0,0
169,2,1,126,1.4,0,0,0,0
170,7,0,51,0.6,0,0,0,0
171,5,2,194,2.2,1,0.91,0.45,50
172,19,8,941,10.5,1,2,0.67,33.3
173,1,0,24,0.3,0,6.67,3.33,50
174,3,0,59,0.7,0,0,0,0
175,17,11,968,10.8,2,0.93,0.37,40
176,20,19,1730,19.2,5,1.09,0.47,42.9
177,13,11,769,8.5,4,1.41,0.82,58.3
178,18,15,1210,13.4,0,0.45,0.15,33.3
179,18,16,1319,14.7,0,0.27,0,0
180,9,3,269,3,0,2,0.33,16.7
181,1,0,45,0.5,0,0,0,0
182,23,20,1765,19.6,0,0.15,0,0
183,20,20,1793,19.9,0,0.25,0.05,20
184,3,2,196,2.2,1,0.45,0.45,100
185,21,18,1591,17.7,14,3.33,1.58,47.5
186,9,4,555,6.2,0,0,0,0
187,18,16,1454,16.2,4,2.47,0.93,37.5
188,14,6,593,6.6,1,3.03,1.36,45
189,22,11,1051,11.7,1,1.79,0.6,33.3
190,22,18,1506,16.7,2,1.08,0.3,27.8
191,16,13,949,10.5,3,2.95,0.86,29
192,12,4,431,4.8,0,0.42,0.21,50
193,1,0,25,0.3,0,0,0,0
194,17,11,999,11.1,1,1.44,0.27,18.8
195,7,3,316,3.5,0,0.57,0,0
196,12,3,336,3.7,1,2.7,0.81,30
197,20,16,1498,16.6,0,0.18,0,0
198,11,3,330,3.7,0,1.08,0.54,50
199,20,19,1609,17.9,5,0.95,0.45,47.1
200,10,4,387,4.3,1,0.93,0.7,75
201,15,6,615,6.8,3,3.24,1.18,36.4
202,11,2,307,3.4,0,2.35,0.29,12.5
203,20,20,1696,18.8,8,2.5,1.22,48.9
204,18,12,1083,12,0,1.33,0.58,43.8
205,7,2,191,2.1,1,0.95,0.95,100
206,7,3,343,3.8,0,1.05,0,0
207,5,3,269,3,0,1.67,0.67,40
208,15,10,763,8.5,2,3.29,0.71,21.4
209,22,22,1980,22,3,0.55,0.14,25
210,14,4,373,4.1,0,1.46,0.73,50
211,2,1,113,1.3,0,3.08,0.77,25
212,17,15,1267,14.1,0,0.71,0.21,30
213,13,12,946,10.5,2,1.9,0.57,30
214,13,8,660,7.3,0,0.27,0,0
215,15,12,1040,11.6,0,0.69,0,0
216,20,20,1800,20,0,0,0,0
217,4,4,314,3.5,0,1.14,0.57,50
218,7,2,278,3.1,0,0.97,0,0
219,20,20,1600,17.8,5,2.53,0.73,28.9
220,22,16,1266,14.1,1,1.06,0.35,33.3
221,1,1,54,0.6,0,0,0,0
222,1,0,9,0.1,0,0,0,0
223,22,22,1980,22,0,0,0,0
224,4,0,60,0.7,0,5.71,0,0
225,5,4,310,3.4,2,2.35,1.47,62.5
226,15,15,1322,14.7,1,0.61,0.2,33.3
227,4,0,21,0.2,0,0,0,0
228,1,0,10,0.1,0,0,0,0
229,20,20,1454,16.2,7,2.1,0.93,44.1
230,4,4,339,3.8,0,1.32,0,0
231,3,1,100,1.1,0,0,0,0
232,7,2,167,1.9,0,1.05,0,0
233,1,1,90,1,0,0,0,0
234,3,1,65,0.7,0,0,0,0
235,20,7,758,8.4,4,1.43,0.83,58.3
236,8,3,276,3.1,0,0.97,0.32,33.3
237,14,7,643,7.1,1,1.27,0.42,33.3
238,12,10,780,8.7,5,2.18,0.69,31.6
239,6,4,356,4,0,2.25,0.25,11.1
240,22,16,1492,16.6,1,0.42,0.12,28.6
241,16,12,1140,12.7,0,0.24,0,0
242,13,13,1026,11.4,0,0.88,0.09,10
243,10,0,159,1.8,0,1.11,0,0
244,6,1,82,0.9,0,0,0,0
245,19,19,1589,17.7,1,1.19,0.34,28.6
246,3,1,143,1.6,0,0,0,0
247,19,19,1690,18.8,4,2.07,0.74,35.9
248,1,0,8,0.1,0,0,0,0
249,18,2,406,4.5,0,1.78,0.89,50
250,20,18,1614,17.9,0,0.89,0.06,6.3
251,7,6,466,5.2,3,2.88,0.96,33.3
252,1,0,4,0,0,0,0,0
253,19,16,1135,12.6,14,2.46,1.59,64.5
254,2,1,93,1,0,0,0,0
255,3,2,185,2.1,0,1.9,0.95,50
256,19,16,1413,15.7,1,0.45,0.13,28.6
257,20,12,1193,13.3,3,2.86,0.83,28.9
258,18,18,1608,17.9,5,1.4,0.45,32
259,18,17,1518,16.9,2,1.18,0.36,30
260,18,17,1500,16.7,5,0.9,0.54,60
261,12,12,1046,11.6,9,4.05,1.38,34
262,13,10,914,10.2,4,4.31,0.78,18.2
263,12,11,946,10.5,0,1.24,0.29,23.1
264,20,16,1366,15.2,3,1.97,0.66,33.3
265,15,15,1198,13.3,0,0.23,0,0
266,3,0,25,0.3,0,0,0,0
267,18,5,629,7,0,2.43,1.29,52.9
268,14,14,1143,12.7,6,2.91,0.79,27
269,7,7,630,7,0,0,0,0
270,14,14,1260,14,0,0,0,0
271,17,11,994,11,1,0.45,0.36,80
272,2,2,170,1.9,0,0.53,0,0
273,2,0,23,0.3,0,0,0,0
274,21,13,1203,13.4,7,2.31,0.9,38.7
275,1,0,9,0.1,0,0,0,0
276,15,13,1243,13.8,1,0.43,0.29,66.7
277,3,2,112,1.2,0,1.67,0.83,50
278,2,0,17,0.2,0,0,0,0
279,2,0,59,0.7,0,0,0,0
280,17,16,1278,14.2,0,0.85,0.35,41.7
281,17,17,1383,15.4,2,0.65,0.19,30
282,15,11,935,10.4,4,2.31,1.06,45.8
283,3,1,91,1,0,1,1,100
284,21,19,1555,17.3,4,1.16,0.58,50
285,1,0,23,0.3,0,0,0,0
286,20,19,1622,18,0,0.78,0.06,7.1
287,18,10,880,9.8,0,1.22,0.31,25
288,14,1,268,3,0,2,0.33,16.7
289,6,3,235,2.6,0,1.92,0.38,20
290,20,8,814,9,0,0.56,0,0
291,11,5,461,5.1,0,1.57,0.2,12.5
292,14,12,860,9.6,2,1.35,0.63,46.2
293,21,21,1890,21,0,0,0,0
294,3,2,158,1.8,0,0,0,0
295,5,2,230,2.6,0,0,0,0
296,4,4,360,4,0,0,0,0
297,22,18,1667,18.5,4,3.3,1.03,31.1
298,13,13,1170,13,0,0,0,0
299,17,17,1485,16.5,2,0.3,0.12,40
300,1,1,90,1,0,0,0,0
301,20,13,1253,13.9,0,0.36,0.07,20
302,2,0,37,0.4,0,2.5,2.5,100
303,4,0,58,0.6,1,1.67,1.67,100
304,6,4,315,3.5,0,0,0,0
305,9,1,133,1.5,0,0,0,0
306,3,0,18,0.2,0,5,5,100
307,14,8,750,8.3,0,0.6,0.36,60
308,12,3,393,4.4,1,1.82,0.45,25
309,10,4,338,3.8,0,0.53,0,0
310,5,1,184,2,1,3,1.5,50
311,8,8,592,6.6,0,0.15,0,0
312,18,16,1335,14.8,3,2.36,0.61,25.7
313,19,10,904,10,2,2.8,0.6,21.4
314,4,0,60,0.7,0,1.43,0,0
315,14,10,808,9,2,2.11,0.44,21.1
316,7,4,416,4.6,0,0.43,0,0
317,9,6,600,6.7,1,0.3,0.15,50
318,20,20,1711,19,2,0.84,0.16,18.8
319,3,0,28,0.3,0,3.33,0,0
320,15,14,1137,12.6,0,0.16,0.08,50
321,18,4,492,5.5,2,2,0.55,27.3
322,15,3,335,3.7,1,1.08,0.27,25
323,20,19,1687,18.7,0,0.59,0.21,36.4
324,1,1,90,1,0,1,0,0
325,7,2,225,2.5,0,2.8,0,0
326,4,2,177,2,0,1.5,0.5,33.3
327,13,9,771,8.6,0,0.47,0.23,50
328,2,0,76,0.8,0,0,0,0
329,13,9,834,9.3,4,2.26,0.97,42.9
330,4,0,74,0.8,0,0,0,0
331,19,19,1665,18.5,0,0,0,0
332,9,0,93,1,0,2,1,50
333,22,21,1666,18.5,0,0.76,0.11,14.3
334,21,21,1699,18.9,3,1.69,0.37,21.9
335,10,1,179,2,0,2.5,0.5,20
336,22,22,1970,21.9,4,2.01,0.46,22.7
337,18,15,1217,13.5,1,2,0.59,29.6
338,1,1,72,0.8,0,1.25,0,0
339,16,10,995,11.1,0,0.36,0,0
340,15,3,446,5,3,1.8,0.8,44.4
341,15,15,1187,13.2,5,2.12,1.06,50
342,11,7,716,8,1,0.25,0.13,50
343,20,17,1495,16.6,6,1.33,0.66,50
344,18,6,746,8.3,1,0.72,0.36,50
345,20,19,1653,18.4,0,0.38,0.05,14.3
346,3,3,270,3,0,0,0,0
347,1,1,90,1,0,0,0,0
348,2,2,169,1.9,0,0,0,0
349,1,0,19,0.2,0,5,0,0
350,6,3,271,3,0,0.67,0.33,50
351,18,18,1574,17.5,1,0.97,0.11,11.8
352,12,2,294,3.3,1,1.82,1.52,83.3
353,18,14,1248,13.9,0,0.5,0.07,14.3
354,3,3,270,3,0,0.33,0,0
355,1,0,17,0.2,1,15,10,66.7
356,11,7,641,7.1,2,1.55,0.56,36.4
357,17,17,1426,15.8,0,0.38,0,0
358,1,0,23,0.3,0,0,0,0
359,11,3,294,3.3,1,1.82,0.61,33.3
360,16,11,1016,11.3,0,0.35,0.09,25
361,4,2,148,1.6,0,1.25,0.63,50
362,2,1,135,1.5,1,1.33,0.67,50
363,5,2,166,1.8,0,0.56,0,0
364,13,1,269,3,1,1.33,0.33,25
365,16,11,867,9.6,2,2.92,0.73,25
366,21,13,1220,13.6,3,2.21,0.44,20
367,12,10,866,9.6,0,0.42,0.1,25
368,20,20,1787,19.9,0,0.55,0.1,18.2
369,4,0,63,0.7,0,0,0,0
370,20,17,1490,16.6,3,1.99,0.42,21.2
371,16,3,524,5.8,0,4.14,1.21,29.2
372,1,0,16,0.2,0,0,0,0
373,18,16,1412,15.7,0,0.83,0,0
374,10,0,211,2.3,0,1.74,0.87,50
375,11,7,533,5.9,1,3.39,1.02,30
376,15,1,268,3,2,2.67,1.67,62.5
377,22,21,1854,20.6,0,0.53,0.15,27.3
378,9,7,614,6.8,0,0.44,0,0
379,18,16,1302,14.5,0,0.28,0.07,25
380,4,2,228,2.5,2,0.8,0.8,100
381,2,2,180,2,0,0,0,0
382,9,2,285,3.2,3,4.38,2.5,57.1
383,3,0,57,0.6,0,0,0,0
384,16,13,1197,13.3,4,1.58,1.05,66.7
385,11,5,511,5.7,0,0.88,0.18,20
386,19,19,1647,18.3,0,0.77,0.16,21.4
387,5,2,274,3,0,1.33,0,0
388,17,11,1059,11.8,1,0.51,0.17,33.3
389,1,0,7,0.1,0,0,0,0
390,20,19,1729,19.2,1,0.73,0.26,35.7
391,22,1,471,5.2,0,2.12,0,0
392,16,8,858,9.5,1,1.37,0.32,23.1
393,3,1,137,1.5,0,0.67,0,0
394,14,13,1000,11.1,1,0.63,0.09,14.3
395,14,10,969,10.8,0,0.74,0.19,25
396,17,15,1312,14.6,0,0.34,0.07,20
397,17,14,1180,13.1,0,0.31,0.08,25
398,10,7,716,8,0,0.38,0.13,33.3
399,1,0,8,0.1,0,0,0,0
400,20,19,1527,17,2,1.65,0.41,25
401,3,0,63,0.7,0,1.43,0,0
402,11,2,259,2.9,1,1.72,0.69,40
403,1,0,45,0.5,0,0,0,0
404,11,9,731,8.1,1,1.98,0.49,25
405,17,14,1151,12.8,0,1.02,0.23,23.1
406,9,5,377,4.2,0,0.95,0,0
407,18,16,1383,15.4,0,1.04,0.32,31.3
408,3,0,24,0.3,0,3.33,0,0
409,3,2,200,2.2,0,0,0,0
410,20,9,914,10.2,0,1.18,0.1,8.3
411,16,3,520,5.8,2,2.93,1.03,35.3
412,19,13,1150,12.8,0,0.55,0.08,14.3
413,7,0,68,0.8,0,1.25,1.25,100
414,20,17,1431,15.9,5,2.58,0.75,29.3
415,5,0,74,0.8,0,2.5,0,0
416,14,7,730,8.1,0,0.62,0,0
417,18,16,1455,16.2,3,1.54,0.49,32
418,14,1,208,2.3,0,1.74,0.43,25
419,17,16,1274,14.2,2,1.2,0.21,17.6
420,2,2,136,1.5,0,0.67,0,0
421,20,18,1613,17.9,2,1.28,0.5,39.1
422,2,0,25,0.3,0,3.33,3.33,100
423,5,0,77,0.9,0,1.11,0,0
424,2,0,8,0.1,0,0,0,0
425,16,9,820,9.1,0,1.1,0.55,50
426,15,14,1174,13,0,1.08,0.38,35.7
427,21,18,1327,14.7,4,2.24,0.54,24.2
428,15,13,1094,12.2,1,1.56,0.41,26.3
429,7,7,587,6.5,1,2.46,0.77,31.3
430,20,17,1463,16.3,1,0.98,0.43,43.8
431,4,1,167,1.9,0,0.53,0.53,100
432,2,0,5,0.1,0,0,0,0
433,14,12,1057,11.7,0,0.34,0.09,25
434,10,1,233,2.6,0,1.54,0.77,50
435,1,0,53,0.6,0,1.67,0,0
436,1,0,11,0.1,0,0,0,0
437,20,20,1759,19.5,4,1.28,0.46,36
438,2,2,179,2,0,2,0,0
439,10,10,900,10,0,0,0,0
440,1,0,20,0.2,0,10,5,50
441,8,0,127,1.4,1,2.86,0.71,25
442,3,3,261,2.9,1,1.38,1.03,75
443,10,5,527,5.9,2,0.85,0.34,40
444,12,12,1080,12,0,0,0,0
445,18,10,969,10.8,1,2.59,0.83,32.1
446,15,12,1076,12,0,0.5,0,0
447,11,4,337,3.7,2,2.97,1.08,36.4
448,2,1,136,1.5,0,0,0,0
449,18,17,1346,15,2,0.93,0.33,35.7
450,15,15,1315,14.6,1,0.48,0.14,28.6
451,17,13,1230,13.7,2,1.24,0.36,29.4
452,1,0,8,0.1,0,0,0,0
453,17,13,1185,13.2,0,0.53,0.08,14.3
454,21,20,1821,20.2,1,0.54,0.15,27.3
455,14,7,683,7.6,0,0.79,0.13,16.7
456,20,20,1800,20,0,0,0,0
457,20,19,1508,16.8,4,2.62,0.71,27.3
458,19,17,1469,16.3,0,0.37,0.12,33.3
459,16,13,960,10.7,3,2.71,0.75,27.6
460,15,11,1020,11.3,0,0.71,0.09,12.5
461,3,0,56,0.6,0,3.33,0,0
462,20,19,1396,15.5,0,0.39,0.06,16.7
463,19,19,1710,19,1,0.26,0.16,60
464,10,5,547,6.1,1,2.79,1.15,41.2
465,16,16,1385,15.4,0,0.39,0.13,33.3
466,14,14,945,10.5,5,2.19,0.67,30.4
467,13,7,566,6.3,0,0.95,0.32,33.3
468,15,14,1033,11.5,1,0.43,0.09,20
469,18,10,929,10.3,3,2.33,0.39,16.7
470,12,3,312,3.5,0,0.57,0,0
471,15,10,992,11,0,0.36,0.09,25
472,10,8,737,8.2,0,0.61,0,0
473,19,16,1315,14.6,0,1.16,0.27,23.5
474,5,0,131,1.5,0,5.33,4,75
475,6,6,540,6,0,0,0,0
476,6,6,486,5.4,0,0.74,0,0
477,6,3,321,3.6,0,0.56,0.28,50
478,5,2,213,2.4,0,0,0,0
479,20,15,1366,15.2,4,1.91,0.66,34.5
480,4,1,12,0.1,0,10,10,100
481,12,11,971,10.8,0,0.46,0.09,20
482,4,1,110,1.2,0,0.83,0,0
483,4,0,79,0.9,0,0,0,0
484,6,3,254,2.8,1,2.5,0.36,14.3
485,18,17,1575,17.5,0,0.46,0.06,12.5
486,20,14,1353,15,2,1.07,0.53,50
487,7,0,95,1.1,0,0,0,0
488,19,7,695,7.7,2,3.9,1.3,33.3
489,4,1,156,1.7,0,0,0,0
490,16,16,1440,16,0,0,0,0
491,1,0,3,0,0,0,0,0
492,7,1,241,2.7,0,1.85,0,0
493,11,4,450,5,1,0.6,0.2,33.3
494,8,8,595,6.6,0,0,0,0
495,19,19,1592,17.7,0,0.79,0.28,35.7
496,19,14,1281,14.2,0,0.28,0,0
497,10,9,723,8,0,0.38,0.25,66.7
498,19,19,1710,19,0,0,0,0
499,19,12,1036,11.5,1,1.48,0.43,29.4
500,8,1,202,2.2,0,1.82,0.45,25
501,19,11,1008,11.2,1,2.14,0.54,25
502,1,0,27,0.3,0,0,0,0
503,11,9,851,9.5,1,0.11,0.11,100
504,1,0,45,0.5,0,2,2,100
505,8,3,279,3.1,0,1.94,0.65,33.3
506,18,5,464,5.2,3,2.69,1.15,42.9
507,3,0,51,0.6,0,1.67,1.67,100
508,18,9,919,10.2,1,1.57,0.39,25
509,2,0,36,0.4,0,2.5,0,0
510,19,14,1245,13.8,3,1.67,0.58,34.8
511,1,0,8,0.1,0,0,0,0
512,2,1,64,0.7,0,2.86,0,0
513,13,4,448,5,2,1.8,0.8,44.4
514,19,18,1432,15.9,1,1.76,0.44,25
515,15,14,1172,13,0,0.38,0.23,60
516,16,14,1206,13.4,0,0,0,0
517,19,19,1700,18.9,1,0.16,0.11,66.7
518,14,3,292,3.2,1,1.56,0.31,20
519,7,6,586,6.5,0,0.15,0,0
520,8,1,281,3.1,0,0,0,0
521,13,10,857,9.5,0,0.32,0,0
522,3,0,66,0.7,1,1.43,1.43,100
523,9,8,536,6,1,1.83,0.83,45.5
524,2,0,6,0.1,0,0,0,0
525,16,15,1384,15.4,1,0.39,0.26,66.7
526,17,17,1472,16.4,0,0.06,0,0
527,20,12,987,11,4,2.55,0.82,32.1
528,15,4,481,5.3,2,2.26,0.57,25
529,7,5,463,5.1,0,0.2,0,0
530,14,7,749,8.3,4,3.13,0.84,26.9
531,17,15,1337,14.9,1,0.54,0.34,62.5
532,18,12,1116,12.4,1,0.97,0.16,16.7
533,19,19,1710,19,0,0,0,0
534,12,9,826,9.2,1,0.22,0.11,50
535,1,0,23,0.3,0,0,0,0
536,19,17,1486,16.5,0,0.3,0,0
537,12,11,957,10.6,0,0.28,0,0
538,13,12,1106,12.3,1,0.73,0.16,22.2
539,17,16,1285,14.3,0,0.28,0,0
540,8,7,619,6.9,0,0.43,0,0
541,15,8,713,7.9,1,0.76,0.13,16.7
542,18,3,525,5.8,0,0.34,0.17,50
543,5,1,91,1,0,4,1,25
544,1,1,62,0.7,0,0,0,0
545,19,8,821,9.1,5,3.19,1.21,37.9
546,17,4,436,4.8,3,1.88,1.04,55.6
547,16,16,1382,15.4,0,0.26,0,0
548,1,0,6,0.1,0,0,0,0
549,11,6,609,6.8,0,0.74,0,0
550,20,16,1231,13.7,1,1.75,0.51,29.2
551,10,8,644,7.2,0,2.92,0.97,33.3
552,17,17,1478,16.4,0,0.49,0.3,62.5
553,1,0,45,0.5,0,0,0,0
554,19,12,1151,12.8,3,2.11,0.78,37
555,17,12,1147,12.7,1,0.71,0.39,55.6
556,19,19,1710,19,0,0,0,0
557,16,14,1291,14.3,0,0.35,0,0
558,19,19,1572,17.5,1,0.46,0.17,37.5
559,2,0,35,0.4,0,0,0,0
560,15,15,1350,15,0,0,0,0
561,14,11,982,10.9,0,0.18,0,0
562,18,6,712,7.9,0,2.41,0.76,31.6
563,14,7,684,7.6,0,0.66,0,0
564,1,0,1,0,0,0,0,0
565,17,14,1277,14.2,2,0.49,0.28,57.1
566,18,17,1533,17,0,0.41,0.06,14.3
567,22,22,1839,20.4,1,0.88,0.15,16.7
568,2,0,49,0.5,0,0,0,0
569,16,14,1263,14,0,0.07,0,0
570,5,1,174,1.9,1,2.63,1.05,40
571,16,13,1059,11.8,0,1.53,0.42,27.8
572,20,17,1345,14.9,0,0.4,0,0
573,6,4,356,4,0,0.5,0,0
574,5,2,220,2.4,0,1.25,0,0
575,1,1,45,0.5,0,0,0,0
576,5,3,250,2.8,0,2.14,0.71,33.3
577,11,2,377,4.2,0,2.86,1.9,66.7
578,2,0,43,0.5,0,2,2,100
579,8,3,290,3.2,0,1.25,0.31,25
580,4,1,107,1.2,0,0,0,0
581,5,5,316,3.5,0,2,0.86,42.9
582,7,3,338,3.8,0,0.53,0,0
583,13,4,541,6,5,2.33,2,85.7
584,12,7,560,6.2,0,0.32,0,0
585,5,5,450,5,0,0,0,0
586,5,3,198,2.2,0,1.82,0,0
587,17,9,706,7.8,3,2.44,1.41,57.9
588,21,15,1208,13.4,7,2.01,1.12,55.6
589,15,14,1268,14.1,0,0.99,0.28,28.6
590,5,1,143,1.6,0,0.63,0,0
591,11,1,285,3.2,0,1.25,0.94,75
592,13,11,1031,11.5,0,0.43,0.26,60
593,2,1,91,1,0,0,0,0
594,2,1,91,1,0,1,0,0
595,21,20,1813,20.1,2,0.75,0.1,13.3
596,1,0,12,0.1,0,0,0,0
597,10,6,479,5.3,2,2.08,0.75,36.4
598,22,22,1980,22,1,0.59,0.05,7.7
599,22,22,1980,22,1,0.5,0.14,27.3
600,7,1,181,2,0,0.5,0,0
601,20,20,1773,19.7,2,1.02,0.25,25
602,12,10,901,10,1,0.4,0.2,50
603,3,0,31,0.3,0,0,0,0
604,16,12,993,11,1,0.27,0.09,33.3
605,22,11,999,11.1,3,1.17,0.45,38.5
606,21,20,1759,19.5,12,3.13,1.38,44.3
607,17,16,1398,15.5,0,0.52,0.19,37.5
608,20,16,1441,16,2,0.63,0.25,40
609,10,4,413,4.6,0,1.3,0.22,16.7
610,11,10,745,8.3,1,0.84,0.24,28.6
611,8,8,720,8,0,0.75,0.13,16.7
612,2,2,180,2,1,1,0.5,50
613,20,18,1599,17.8,3,2.64,0.9,34
614,18,6,702,7.8,0,1.54,0.38,25
615,1,0,33,0.4,0,0,0,0
616,15,11,875,9.7,1,0.82,0.31,37.5
617,10,6,603,6.7,0,0.6,0,0
618,9,5,518,5.8,0,0.69,0.34,50
619,8,8,706,7.8,0,0,0,0
620,11,9,805,8.9,0,0,0,0
621,10,4,403,4.5,1,1.56,1.11,71.4
622,1,0,3,0,0,0,0,0
623,18,16,1199,13.3,4,1.28,0.45,35.3
624,12,8,610,6.8,4,2.5,1.03,41.2
625,1,0,5,0.1,0,0,0,0
626,12,8,709,7.9,0,0.38,0.25,66.7
627,8,2,309,3.4,0,0.88,0.29,33.3
628,2,2,141,1.6,0,0.63,0,0
629,3,0,20,0.2,1,10,5,50
630,1,0,12,0.1,0,0,0,0
631,14,9,781,8.7,6,2.64,0.92,34.8
632,2,0,29,0.3,0,3.33,0,0
633,11,0,123,1.4,0,2.86,1.43,50
634,15,6,611,6.8,2,2.94,1.18,40
635,18,14,1100,12.2,5,3.2,1.15,35.9
636,6,0,110,1.2,0,1.67,1.67,100
637,1,0,12,0.1,0,0,0,0
638,18,12,1228,13.6,1,0.37,0.07,20
639,17,10,904,10,3,1.7,0.3,17.6
640,19,19,1502,16.7,7,2.63,1.08,40.9
641,3,0,22,0.2,0,0,0,0
642,4,4,322,3.6,0,0.83,0,0
643,22,22,1925,21.4,5,1.78,0.75,42.1
644,12,3,341,3.8,0,0.26,0,0
645,4,2,214,2.4,0,1.25,0.83,66.7
646,11,3,408,4.5,1,2.44,0.44,18.2
647,16,13,1170,13,2,0.92,0.31,33.3
648,3,1,136,1.5,0,1.33,0,0
649,1,0,34,0.4,0,0,0,0
650,1,0,8,0.1,0,10,0,0
651,1,1,90,1,0,0,0,0
652,15,14,1203,13.4,0,0.52,0.15,28.6
653,18,15,1204,13.4,3,2.76,0.6,21.6
654,8,2,329,3.7,0,0.54,0.27,50
655,10,6,456,5.1,1,3.53,1.18,33.3
656,16,15,1211,13.5,2,3.26,0.89,27.3
657,20,19,1538,17.1,2,0.88,0.23,26.7
658,2,0,28,0.3,0,3.33,0,0
659,22,13,1129,12.5,1,1.84,0.88,47.8
660,21,21,1890,21,0,0,0,0
661,21,21,1878,20.9,1,0.77,0.19,25
662,12,8,608,6.8,3,2.5,0.88,35.3
663,20,16,1465,16.3,8,1.53,0.8,52
664,20,20,1654,18.4,7,2.23,1.3,58.5
665,14,14,1151,12.8,2,0.55,0.23,42.9
666,21,19,1743,19.4,0,0.57,0.15,27.3
667,3,1,131,1.5,0,0.67,0.67,100
668,5,5,436,4.8,1,0.83,0.21,25
669,2,0,34,0.4,0,0,0,0
670,22,17,1537,17.1,10,2.22,0.99,44.7
671,13,10,714,7.9,0,0.76,0,0
672,19,17,1526,17,0,0.12,0,0
673,2,1,66,0.7,0,4.29,0,0
674,16,9,821,9.1,0,0.99,0.44,44.4
675,17,10,993,11,0,0.09,0,0
676,19,11,821,9.1,1,1.76,0.77,43.8
677,3,0,42,0.5,0,0,0,0
678,13,9,874,9.7,0,0.52,0.1,20
679,19,14,1342,14.9,2,2.08,0.81,38.7
680,23,23,2070,23,0,0,0,0
681,19,15,1036,11.5,4,1.83,0.7,38.1
682,8,7,613,6.8,3,2.35,1.03,43.8
683,1,0,10,0.1,0,0,0,0
684,10,1,194,2.2,1,5,2.27,45.5
685,2,1,94,1,0,4,0,0
686,22,21,1915,21.3,2,0.66,0.19,28.6
687,11,4,395,4.4,1,3.86,1.36,35.3
688,15,14,1111,12.3,1,0.49,0.24,50
689,21,19,1467,16.3,3,1.9,0.55,29
690,19,19,1710,19,0,0,0,0
691,11,8,780,8.7,2,1.84,0.57,31.3
692,8,0,99,1.1,0,2.73,0.91,33.3
693,7,0,132,1.5,0,2,0,0
694,11,10,892,9.9,0,0.51,0,0
695,8,5,437,4.9,1,2.04,0.41,20
696,15,12,1146,12.7,1,0.24,0.16,66.7
697,15,10,889,9.9,1,1.82,0.61,33.3
698,1,1,65,0.7,1,2.86,1.43,50
699,15,15,1350,15,0,0,0,0
700,23,22,1980,22,2,0.64,0.14,21.4
701,1,0,5,0.1,0,10,0,0
702,21,20,1735,19.3,2,0.62,0.16,25
703,18,18,1536,17.1,0,0.18,0,0
704,12,6,578,6.4,0,0.47,0.31,66.7
705,19,17,1521,16.9,1,0.47,0.24,50
706,21,21,1796,20,1,0.55,0.1,18.2
707,10,6,623,6.9,0,0.29,0,0
708,2,0,34,0.4,0,0,0,0
709,3,2,225,2.5,0,0,0,0
710,1,0,8,0.1,0,0,0,0
711,2,0,26,0.3,0,0,0,0
712,20,18,1484,16.5,2,2.18,0.97,44.4
713,17,15,1191,13.2,0,0.3,0.08,25
714,11,11,984,10.9,4,0.46,0.46,100
715,12,7,667,7.4,1,1.35,0.27,20
716,14,10,937,10.4,2,1.44,0.58,40
717,15,2,425,4.7,0,1.49,0.64,42.9
718,4,2,197,2.2,0,0.91,0.45,50
719,5,2,213,2.4,0,1.25,0.42,33.3
720,1,0,1,0,0,0,0,0
721,18,15,1336,14.8,1,1.42,0.41,28.6
722,3,2,150,1.7,0,0,0,0
723,4,2,212,2.4,0,0.42,0,0
724,3,0,58,0.6,0,1.67,0,0
725,23,23,2070,23,0,0,0,0
726,4,0,80,0.9,0,0,0,0
727,21,21,1890,21,2,0.9,0.29,31.6
728,9,2,258,2.9,1,2.07,1.03,50
729,8,0,78,0.9,0,1.11,1.11,100
730,11,3,318,3.5,0,1.14,0.29,25
731,20,20,1647,18.3,0,1.26,0.27,21.7
732,5,0,56,0.6,0,5,0,0
733,16,7,699,7.8,3,1.67,0.64,38.5
734,1,0,8,0.1,0,0,0,0
735,13,11,1021,11.3,1,0.35,0.18,50
736,19,11,891,9.9,2,1.92,0.81,42.1
737,18,18,1479,16.4,0,0.24,0.12,50
738,10,3,310,3.4,0,0.59,0,0
739,20,20,1752,19.5,0,0,0,0
740,1,1,69,0.8,0,0,0,0
741,5,5,327,3.6,0,1.11,0.56,50
742,16,10,835,9.3,2,1.08,0.32,30
743,19,19,1665,18.5,0,0.59,0.16,27.3
744,20,20,1661,18.5,4,2.7,1.35,50
745,2,1,123,1.4,0,0.71,0,0
746,13,9,689,7.7,0,1.56,0.39,25
747,4,0,6,0.1,0,0,0,0
748,10,0,108,1.2,0,3.33,0.83,25
749,18,14,1195,13.3,1,1.5,0.68,45
750,13,6,537,6,0,0.33,0,0
751,21,21,1889,21,0,0.48,0.05,10
752,22,22,1980,22,0,0,0,0
753,1,0,9,0.1,0,0,0,0
754,4,0,36,0.4,0,0,0,0
755,15,4,541,6,1,2.67,0.83,31.3
756,19,14,1390,15.4,0,0.13,0,0
757,16,15,1179,13.1,8,2.82,0.99,35.1
