Player_ID,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen
1556,62.9,3.23,17.3,32.7,13.7,0.36
1557,59.5,6.67,26.1,32.3,1.45,1.09
1558,67.7,6.02,30.1,35.2,2.63,0.42
1559,47.4,0.68,5.11,18,25.3,5.23
1560,3,0,0,2,1,0
1561,79.2,9.95,34.1,43,2.36,1.33
1562,62,8,44,16.7,1.33,0.67
1563,53.2,3.25,15.9,29.4,8.68,1.05
1564,31,1.1,3.7,14.7,12.7,2.6
1565,27.6,1.18,2.35,15.9,10,1.18
1566,33.9,0.59,0.98,13.7,19.2,4.51
1567,58.5,2.09,13.6,26.4,19.2,0.7
1568,58,4,14,14,30,0
1569,42.7,2,7.33,11.3,24,1.33
1570,44.4,1.13,5.65,23.4,15.5,2.58
1571,101.9,2.86,22.9,68.6,10.5,1.43
1572,49.9,0.47,4.43,14,32.3,7.45
1573,62.7,2.6,19.1,28.1,15.9,2.27
1574,37.9,31.3,37.4,0.49,0,0
1575,66.2,8,31.2,32.3,2.78,1
1576,35.8,0.86,2.96,15.5,17.8,5.65
1577,76.7,12.6,40.2,34.6,2.53,0.34
1578,80.4,5.95,37,39.3,5.11,1.76
1579,60,0,0,10,50,10
1580,57.8,0.81,8.11,20,30.5,5.14
1581,67,3,25.9,33.1,8.54,0.56
1582,52,2.79,14.4,32.7,5.41,0.12
1583,51.5,5.29,26.2,21.5,4.71,0.88
1584,39.1,36.7,39.1,0,0,0
1585,49.2,5.3,24.7,23,1.74,0.61
1586,44.2,0,5,25.8,15,2.5
1587,94,2,32,50,14,2
1588,44,0,2,24,18,6
1589,80,5.33,27.3,43.3,9.33,0.67
1590,42.5,2.33,8.83,30.2,3.83,0
1591,31.9,2.11,4.56,12.8,14.7,4.39
1592,71.2,2.5,16.8,45,10.5,1.1
1593,78,10,39.9,34.8,4.23,0.56
1594,53.7,5.26,29.8,21.1,3.2,0.21
1595,58,10,36,20.4,1.6,1.2
1596,64.1,3.58,19.5,37.5,7.84,0.07
1597,29.1,0.13,2.28,13.2,14.1,3.16
1598,35,0.63,7.5,16.3,11.9,1.88
1599,34,1.25,4.89,14.5,15.9,3.18
1600,72.8,8.16,33.4,33.9,6.77,1.77
1601,50.9,4.55,10,30.9,10,0
1602,82.5,6.25,15,37.5,30,3.75
1603,32.9,0.43,1.51,13.5,18,5.7
1604,40,40,40,0,0,0
1605,51,9.33,31.5,18.5,1.33,0.83
1606,35.6,0.39,3.83,17.7,14.5,4.11
1607,81.1,2.42,25.3,37.4,18.9,1.77
1608,54.2,2.56,15.8,20.2,18.9,1.8
1609,71.3,2.5,23.8,25,23.8,0
1610,55.8,0.25,1.29,17.9,37.4,10.8
1611,43.2,7.67,26.3,15.7,1.67,1.33
1612,66.3,5.61,22.4,33.6,10.7,1.45
1613,36.8,0.65,5.71,10.5,21.1,3.37
1614,36.7,0,0,16.7,20,0
1615,52.9,2.86,10,24.3,20,2.86
1616,50.1,1.25,8.24,29,13.3,1.18
1617,51.7,9.01,29.9,19.6,2.41,0.99
1618,59.3,4.29,16.4,31.4,12.1,0
1619,45,2.14,9.83,21.4,14,1.88
1620,49.4,1.47,8.81,19.8,21.3,1.93
1621,46.1,5.95,15.7,21.1,9.4,1.67
1622,71.4,7.94,30.9,37.2,3.76,0
1623,92.2,4.71,27.2,58.9,7.09,0.63
1624,59.7,8.28,31.9,23.8,4.22,1.86
1625,56.8,11.4,33.6,21.4,2.14,0.71
1626,47.6,1.89,13.1,27,8.19,0.63
1627,50.9,0.45,10.9,23.2,18.9,2.73
1628,46.3,2.5,9.92,26.1,10.6,2.08
1629,71.2,2.88,13.7,39.7,18.1,1.02
1630,65.4,0,3.85,20,42.3,10
1631,125,0,5,35,85,20
1632,44.7,2.99,17,18.6,9.61,0.13
1633,62.6,2.4,13.4,24,25.9,3.8
1634,84.2,5.64,23.6,53.5,7.21,0.42
1635,61.9,1.12,7.27,30.5,24.6,1.93
1636,3,0,2,1,0,0
1637,78.4,2.63,23.2,45.3,11.1,2.63
1638,58.8,2.8,18,22.8,18.4,2
1639,53.8,2.56,14.1,32,8.39,0.56
1640,33.6,29.1,33.3,0.35,0,0
1641,63.9,2.48,17.3,27.3,19.9,0.64
1642,59.1,1.28,15.5,40.2,4.04,0.21
1643,71.2,3.57,22.4,34.8,15,0.31
1644,51.8,12,34.7,16.4,0.98,0.4
1645,29.9,26,29.8,0.05,0,0
1646,67,4.06,13.8,36.9,16.8,2.8
1647,73.5,2.91,18.6,36.5,19.5,0.5
1648,40,10,25,15,0,0
1649,62.3,3.19,16,37.6,9.58,0.5
1650,32.8,26.7,32.6,0.24,0.05,0
1651,78.3,0.17,2.8,38,38.3,5.94
1652,42.4,1.63,5.71,17.9,19.5,3.16
1653,78.6,3.65,20.3,33.3,25.4,1.75
1654,50.5,32.3,49,1.25,0.25,0.25
1655,49.3,1.03,6.21,13.4,30.7,3.45
1656,40,0,10,0,30,0
1657,63.3,0,3.33,23.3,40,6.67
1658,67.6,6.29,30.5,33.7,3.71,1.82
1659,34.6,0.91,2.64,16.9,15.5,4.18
1660,33.6,2.14,3.57,19.3,10.7,0.71
1661,75.8,2.47,13.9,42.7,19.9,1.96
1662,47.1,33.3,46.5,0.64,0.05,0.05
1663,68.1,10.2,35,29.5,4,1.04
1664,61.2,4.85,21.8,29.7,10.6,0
1665,60.1,1.86,12.4,37.8,10.5,0.16
1666,43.4,1.34,7.61,22.9,13.9,2.76
1667,55.4,2.05,12.3,26.7,17.7,3.59
1668,81.3,2.46,18.7,35.7,27,3.28
1669,60,0,5,25,30,5
1670,89,10.1,38.7,48.6,2.15,0.62
1671,79.6,9.62,35.4,41.2,3.46,1.15
1672,47.9,1.32,5.09,19.2,24.3,5.09
1673,59.1,9.47,32.8,24.5,1.89,0.58
1674,72.1,3.55,25.3,34.8,13.3,0.84
1675,26.9,1.06,2.94,10.7,13.4,5.06
1676,44.6,0.31,2.48,22.6,19.8,2.33
1677,60.3,2.67,12.3,28.7,19.3,3
1678,54.5,1.2,8.26,27.4,19.6,3.91
1679,59,3.77,21.9,25.6,12,0.99
1680,56.1,1.07,7.67,19.9,29.3,5.92
1681,36.6,1.22,3.65,17.7,15.5,6.57
1682,39,6.72,25.1,13.7,0.52,0.34
1683,71.5,3.56,21.5,35.4,16.3,1.02
1684,54.2,1.17,8.28,31.3,15.6,1.72
1685,22.8,2.29,3.49,10.8,8.55,3.49
1686,83.6,1.2,12.1,44.6,27.3,2.16
1687,18.3,0,1.11,8.89,8.89,2.22
1688,23.6,0.65,2.08,12.5,9.87,4.09
1689,27.9,2.39,3.58,11.6,12.9,4.78
1690,65.9,3.72,24.7,24.7,17.2,0.9
1691,62.2,1.76,18.6,23.9,20.2,0.78
1692,69.7,4,21.7,25.3,23.3,1.33
1693,70,20,45,20,10,0
1694,69,2.42,21,25.8,22.4,1.5
1695,55.6,2.4,11.6,18.8,26,0.4
1696,62.4,2.35,11.8,29.4,21.2,0.59
1697,44.8,0.43,5,23.7,16.5,2.17
1698,57.2,2.06,13.1,32.8,11.8,0.66
1699,58.2,2.97,16.5,30,12.1,0.81
1700,44,7.43,24.6,18.6,0.86,0.57
1701,30.4,0.77,1.54,11.9,16.9,6.92
1702,64.4,2.7,17.2,27.9,20.1,2.36
1703,35.4,28.3,35.1,0.43,0,0
1704,65.5,4.5,22.5,33,10,0.5
1705,36.2,2.34,3.87,20.7,11.7,3.31
1706,60,0,0,50,10,0
1707,31,1.55,3.49,14.4,13.6,4.34
1708,68.6,0,12.9,15.7,41.4,4.29
1709,62.1,2.39,16.9,23.3,22.2,1.34
1710,82.5,2.92,20.4,36.3,26.3,3.75
1711,58.9,3.93,19.4,24.3,15.8,2.4
1712,57.2,2.17,17.2,28.3,12.2,1.09
1713,42.4,1.47,3.14,18.8,21.4,5
1714,80,0,40,30,10,0
1715,45.3,2.02,7.53,17.3,20.9,1.8
1716,55.9,1.59,10.6,27.6,18.3,1.9
1717,33.3,2.78,8.33,18.9,6.11,0
1718,66.7,6.67,13.3,33.3,20,0
1719,60.9,2.39,14.8,38,8.91,0.43
1720,55,5,10,25,20,0
1721,50.6,6.88,28.8,16.3,5.63,1.25
1722,39.9,1.35,2.97,18,19.1,4.41
1723,32.1,1.38,3.45,14.5,14.5,2.07
1724,27,0.1,2,11.3,14.2,4.76
1725,36.3,2.28,4.39,16.8,15.8,5.79
1726,53.5,0.99,6.14,23.1,24.9,3.22
1727,68.2,0,9.09,24.5,34.5,4.55
1728,33.5,1.41,2.95,15.3,15.6,4.74
1729,61.6,2.19,12.8,33.9,15.4,0.58
1730,85,5,18.3,33.3,33.3,0
1731,50.5,2.09,9.61,32,9.3,1.47
1732,1,0,0,1,0,0
1733,43.1,0.63,10,15.6,18.1,5
1734,65.9,3.84,19.6,32.9,14.3,2.05
1735,10,0,10,0,0,0
1736,40.8,33.1,40.1,0.84,0,0
1737,55.2,1,5.56,19.9,29.8,6.89
1738,60,4.76,26.2,33.3,0.95,0.48
1739,42.3,2.38,9.56,23,10.6,2.44
1740,67.2,0.41,5.04,32.4,30.6,2.03
1741,60.8,2.02,19.2,25.5,16.8,0.24
1742,60,0,10,20,30,0
1743,51.3,0.47,2.5,20.2,28.9,6.09
1744,57.9,6.97,27.5,28.2,2.89,0.26
1745,37,2.55,4.78,18.6,14,3.53
1746,41.1,0.97,4.68,14,23.2,5.32
1747,47.4,4.76,20.5,20,7.14,0.24
1748,47.4,1.29,7.29,24.1,16.8,2.06
1749,55,0.79,5.89,26.4,23.6,6.16
1750,34.6,30.3,34.4,0.2,0,0
1751,45,0,1.25,22.5,22.5,5
1752,34.7,30.6,34.5,0.15,0,0
1753,48.3,0.42,5,22.5,22.1,2.92
1754,56.2,3.99,19.5,24.7,12.4,0.81
1755,72.5,1.45,15,28.2,30.3,2.91
1756,68.1,8.25,36.8,29.6,2.12,0.63
1757,40,0,6,14,20,0
1758,38.8,1.76,6.47,11.5,21.2,3.24
1759,65.6,4.05,28.4,35.5,2.15,0.58
1760,75,5.89,24.6,38,12.7,1.43
1761,62.2,2.2,20.2,29,13.9,0.73
1762,31.9,0.63,5.63,10.6,15.6,3.75
1763,37,6.51,21.1,14.6,1.27,0.63
1764,53.4,0.57,6.29,19.7,29.4,5.43
1765,76.1,2.1,15.5,25.6,35.4,1.26
1766,42,37.5,42,0,0,0
1767,58.5,2.59,12.2,38.9,7.78,0.74
1768,52.7,5.91,25.9,26.4,1.36,0
1769,62.8,3.06,15.6,25.6,22.2,1.94
1770,69.6,4.7,23.1,41.5,6,0.4
1771,77.2,1.31,9.18,47.7,20.8,3.44
1772,29.2,1.29,2.9,15.8,10.8,3.06
1773,67.1,0,7.14,10,51.4,11.4
1774,34.6,1.54,2.31,16.9,16.2,5.38
1775,32.3,27.5,32.2,0.09,0,0
1776,48.2,0.3,5.82,13.9,29.4,5.52
1777,51.9,7.5,23.8,22.5,6.25,0.63
1778,44,36.3,43.3,0.67,0.17,0.17
1779,47.1,1.36,6.78,25.6,15.3,2.54
1780,73.7,6,26.3,37.2,10.9,0.67
1781,86.8,0.18,7.05,46,35,4.28
1782,25.6,0,1.88,8.13,16.9,6.25
1783,43.3,0,6.67,15.6,22.2,4.44
1784,45,12.2,32.2,10.6,2.22,1.67
1785,25,3.75,3.75,10,11.3,2.5
1786,32.8,2,3.13,16.8,13.1,3.83
1787,58.5,4.75,24.6,32.3,1.78,0.59
1788,62.5,9.26,34.3,26.7,1.77,1.08
1789,46.5,2.56,13.3,26.5,6.98,0.7
1790,32.9,1.29,3.96,14.2,14.9,3.86
1791,23.6,1.82,2.73,9.09,11.8,4.55
1792,62.8,3.17,15,31.8,16.3,2.17
1793,58.4,7.18,30.6,25.4,2.87,0.48
1794,60,0,0,30,30,0
1795,64.3,3.65,21.9,26.6,16.1,1.19
1796,20,0,0,5,15,5
1797,36,1.03,2.87,13.7,19.9,7.01
1798,41.6,0.77,3.38,18.2,20.5,5.28
1799,31.7,0.43,1.72,13.1,17.1,3.66
1800,30,0,10,0,20,0
1801,34.8,0.48,4.84,15.2,15.3,3.06
1802,43.6,0.89,4.67,20.6,18.6,1.78
1803,67.5,0.5,10.5,29,29,5.5
1804,100,0,5,45,50,25
1805,73.1,1.54,10.8,36.9,26.2,4.62
1806,32.1,26.6,31.9,0.22,0,0
1807,49.7,2.31,11.3,22.9,16.3,2.18
1808,33,0.64,2.36,9.27,21.7,9.18
1809,66.1,7.63,32.8,31.6,2.11,0.58
1810,43,8.6,27.2,15.1,0.93,0.47
1811,50.2,9.07,31.1,18.3,0.93,0.93
1812,1,0,0,0,1,0
1813,57,8.33,30,26.2,1.39,0.65
1814,31,25,31,0,0,0
1815,32.8,1.41,2.6,12.3,18.2,4.75
1816,54.2,4.49,17.8,28.5,8.5,2.15
1817,45.7,2.92,11.1,24.8,10.9,0.46
1818,48.1,3.23,13.1,30.3,4.84,0.32
1819,30,27.3,29.8,0.17,0,0
1820,39.4,0.85,7.2,15.3,18.4,1.53
1821,53.9,0.32,3.55,22.3,29,5.48
1822,40.5,34.3,40.3,0.17,0,0
1823,38.9,0.51,5.1,16.7,18.5,2.96
1824,31.4,7.27,23.2,8.18,0,0
1825,40,6.42,23.4,14.9,1.7,0.75
1826,60.5,5.33,29.4,28.7,2.57,0.48
1827,31.6,0.94,2.38,12.3,17.3,3.56
1828,54.7,5.96,32.1,20,3.19,0.85
1829,87.1,1.43,18.6,58.6,11.4,1.43
1830,60.1,3.3,16.2,23.9,20.2,0.62
1831,55,0,0,30,25,10
1832,28.8,0.77,6.92,16.9,5,0
1833,62.4,0.78,8.17,26.1,29.1,2.75
1834,49.8,2.9,14.5,20.7,14.7,1.37
1835,52.3,2.34,17.3,20.5,15,0.78
1836,92.2,3.05,22.2,45.6,25.3,1.69
1837,57.1,0.36,5.3,25.4,27.1,4.34
1838,46.2,38.8,45.4,0.77,0,0
1839,95.3,6.32,44.2,52.6,0.53,0.53
1840,34.6,28.1,34.5,0.15,0,0
1841,54,37.3,53.5,0.5,0,0
1842,30.4,0.44,1.91,14.6,14.1,3.09
1843,50.4,2.36,11.6,29.8,9.94,1.82
1844,42,36.1,41.2,0.77,0,0
1845,59.8,2.75,11.5,38,10.8,1.25
1846,36.3,0.21,1.09,14.7,21.1,5.8
1847,55,0,15,20,20,0
1848,34.6,0.77,1.54,13.1,20,7.69
1849,38.4,2.45,12,16.5,10,2.65
1850,26.4,0,0.53,8.81,17.5,5.96
1851,87.9,10.8,44.7,40.9,2.84,1.74
1852,47.2,6.52,26.6,18,2.65,1.61
1853,31.4,1.75,3.33,12.5,16.2,3.81
1854,45,0.28,4.81,19.5,20.7,2.69
1855,40,0,20,0,20,0
1856,51.2,1.25,8.52,19.9,23,4.3
1857,2,0,1,1,0,0
1858,40.7,2.07,10,14.5,16.7,2.93
1859,26.2,1.03,1.47,8.27,17,7.76
1860,48.3,3.25,13.8,24,11.5,1.75
1861,66.8,3.99,23.4,29.9,14.2,0.95
1862,39.7,3.79,8.97,14.8,16.9,4.83
1863,41.8,2.15,8.43,14.5,19.7,4.88
1864,63.7,2.29,12.6,30.3,22.3,3.14
1865,66,0,6,50,10,2
1866,115,0,7.5,70,42.5,2.5
1867,63,0.56,8.48,36.6,19.2,3.36
1868,95,0,20,60,25,5
1869,62.1,0.69,4.48,24.1,35.1,2.87
1870,62.1,3.45,17.7,25.4,20.1,0.6
1871,67,10,47,19,2,0
1872,41.4,0.86,4.86,19.1,18.3,4.29
1873,46.3,2.11,7.89,15.3,23.7,6.32
1874,67.6,2.29,16.2,45,6.56,0.38
1875,73.5,6.14,32.3,38.2,3.16,1.4
1876,4,0,0,0,4,0
1877,20,0,0,20,10,0
1878,34,30,34,0,0,0
1879,72.5,8.53,33.1,38.5,1.07,0.13
1880,36.1,0.45,2.95,15.5,18.2,5.91
1881,60,0,0,60,0,0
1882,75.7,3.23,19.5,44.7,12.4,0.75
1883,47.4,3.72,19.5,23.1,5.5,0.39
1884,100,10,20,50,30,10
1885,56,1.02,6.05,22.3,28.3,1.8
1886,48.5,2.44,11.4,30.2,7.42,1.24
1887,59.7,7.3,28.8,30.7,1.12,0.46
1888,73.1,1.54,6.92,24.6,41.5,11.5
1889,51,10.8,31.3,18.8,1.24,0.43
1890,56.4,2.95,13.6,25.6,18,2.62
1891,45,2,13,16.5,15.5,3.5
1892,61.1,3.33,13.3,34.4,13.3,0
1893,210,0,80,120,10,10
1894,60.6,2.33,11.8,33.3,16.3,2.33
1895,81.1,2.78,12.2,51.1,18.3,4.44
1896,46.3,3.75,20.6,23.1,3.13,2.5
1897,40.6,0.61,6.67,16.4,18.2,1.82
1898,73.6,2.76,19.1,41.4,13.3,0.69
1899,125,3.33,16.7,95,13.3,0
1900,77.1,3.03,15.1,44,18.7,0.26
1901,64.2,5.05,23.4,27.1,15.1,0.69
1902,60,0,10,20,30,0
1903,37.5,10,22.5,15,0,0
1904,82.3,2.75,15.6,51.2,16.1,0.82
1905,90,0,20,30,50,0
1906,43.3,0.88,7.02,24.2,12.4,2.54
1907,60,0,12,34,16,2
1908,100,0,0,30,70,20
1909,71.9,14.9,45.1,26.7,0.56,0
1910,26.9,24.6,26.8,0.09,0,0
1911,60.1,4.45,21.2,21.8,17.7,1.45
1912,42.2,2.22,4.44,20,18.9,3.33
1913,69.8,12.7,36.1,30.9,3.17,1.83
1914,97.3,5.1,36.1,45.7,15.8,1.44
1915,40.4,36,40.2,0.16,0,0
1916,58.8,0.51,5.64,24.2,29.7,3.85
1917,50.6,2.5,17.5,28.1,5.31,0
1918,67,7.33,30.3,27.3,9.67,0.67
1919,46.7,3.65,15.9,17.9,13.6,0.78
1920,53,2.15,14.1,17.4,22.4,2.69
1921,75.4,0.64,7.43,43.3,25.5,2.46
1922,55.5,0.4,7.34,28.2,20.3,3.87
1923,30.4,1.47,3.49,12.2,14.9,4.22
1924,40.5,35.5,40.5,0,0,0
1925,51,4,24,20,7,0
1926,27.1,0.24,1.46,10.5,15.1,2.93
1927,53.4,0.84,6.93,28.7,18.3,1.96
1928,82.9,1.77,20.5,36.1,27.4,1.61
1929,22.5,0,2.5,7.5,12.5,0
1930,61.4,2.86,12.9,24.3,24.3,5.71
1931,53.4,1.78,12.7,24.2,17,1.92
1932,31.6,27.3,31.6,0,0,0
1933,51.7,0.15,5.15,23.2,24.6,4.78
1934,36.4,0.91,5.45,19.1,12.7,1.82
1935,64.3,1.43,11.1,36.5,17.1,1.11
1936,40,0,14,12,14,0
1937,36.1,1.07,4.64,16.1,15.4,1.79
1938,43.5,0.57,3.4,20.1,20.4,1.98
1939,56,5,20,19.5,17,0.5
1940,81.4,7.27,23.9,53,5.23,1.14
1941,38.6,1.17,6,19.7,13.6,2.92
1942,3,0,0,2,2,0
1943,54.7,1.69,10.9,22.2,22.7,4.36
1944,58.1,0.71,9.05,24.8,25.7,4.05
1945,38,0,4,8,26,4
1946,40.3,0.63,3.68,15.1,22,3.26
1947,66,2,12,30,26,0
1948,62.1,2.15,13.8,33.2,16.6,2.01
1949,40.9,0.43,3.57,17.3,20,2.29
1950,53.5,2.5,16.6,24.6,12.9,0.15
1951,71.2,7.03,31.8,32.5,7.14,0.97
1952,37.8,34.5,37.4,0.46,0,0
1953,58,2.34,13.9,20.1,24.4,3.73
1954,55.3,1.91,15.3,19.4,21.1,2.37
1955,40.1,1.4,7.21,18.6,15.2,1.98
1956,53.3,5.45,24.5,23.7,5.25,0.69
1957,69.6,2.06,13.9,38.2,18.4,2
1958,37,1.25,3.02,18.1,16,5.73
1959,40.5,3.81,5.71,13.8,21,4.76
1960,38.8,1.88,10,17.5,11.3,4.38
1961,59.8,6.86,33.3,25.3,1.7,0.88
1962,64.4,3.75,22.9,24.4,17.5,0.69
1963,32.8,0.56,1.94,20.1,11,3.75
1964,39.2,0,2.31,14.6,22.3,3.08
1965,25,0,0,15,10,0
1966,140,15,35,90,20,0
1967,127.1,4.29,37.1,90,2.86,1.43
1968,35.3,1.56,3.75,17.4,14.5,3.28
1969,26.2,1.43,3.81,7.62,14.8,5.24
1970,21.4,0,0,2.86,18.6,7.14
1971,47.7,1.68,9.94,26.6,11.4,2.06
1972,40,29.9,39,1.05,0,0
1973,64.7,5.83,29.9,32.1,2.88,0.86
1974,68,6,32,18,18,2
1975,63.6,4.66,18.1,30.1,15.6,1.23
1976,30.4,0.34,0.83,14.5,15.4,5.03
1977,50,12.1,30.4,16,3.79,1.79
1978,42.3,1.13,7.1,16.3,19.3,4.92
1979,98.6,8.84,29.3,67.4,2.09,1.16
1980,52.4,7.27,30.3,19.7,2.42,0.3
1981,52.9,0.22,4.89,26,22,2.89
1982,40.1,1.55,7.11,19.2,14.3,1.62
1983,47.9,0.49,7.94,17.9,22.7,4.51
1984,61.1,2.87,17,29.6,15.1,0.44
1985,49.6,0.95,4.74,24.2,21,2.59
1986,44.1,1.41,9.22,23.9,10.9,1.72
1987,46.3,0.62,6.44,16.7,23.8,3.9
1988,1,0,0,1,0,0
1989,61,0.76,8.59,19.9,33.2,5
1990,32.5,1.54,4.04,15,14,5.96
1991,34.1,1.97,4.08,18.2,12.4,3.68
1992,51.3,1.27,7.54,26,18.7,2.46
1993,49.4,5.45,26.4,22.8,1.25,0.45
1994,27.9,23.3,27.7,0.23,0,0
1995,57.8,1.11,6.3,30.7,20.7,0.37
1996,46.4,6.57,25.7,18.3,2.85,1.31
1997,50,0,23.8,18.8,7.5,0
1998,69.5,1,12.3,35.5,21.8,1.75
1999,48.8,0.9,9.74,21.9,17.4,1.92
2000,71,4.63,28.2,31.6,12.1,1.25
2001,60,10,35,25,0,0
2002,40.5,1.5,2.5,22,16.5,6
2003,72.5,1.25,6.25,30,38.8,3.75
2004,68.4,2.98,22.5,29.6,16.8,1.67
2005,42.4,1.67,8.1,19.5,15.2,0.95
2006,34,1,2,19,13,4.5
2007,65.4,2.7,16.4,38,11.8,0.39
2008,42.5,2.5,12.5,25,5,0
2009,40.8,1.93,9.75,20.3,11,2.69
2010,39.4,33.7,39.3,0.23,0,0
2011,30.4,0.63,4.61,11.6,15,3.75
2012,90,0,0,30,60,10
2013,73.3,1.67,8.33,31.7,33.3,0
2014,52.6,0.32,10.6,22.9,19.7,3.23
2015,48.2,0.44,6.32,19.4,23.7,4.71
2016,47.6,1.18,6.47,13.5,27.6,2.94
2017,60,0,17.5,27.5,15,5
2018,40,0.75,2.25,14.3,23.8,7
2019,56.9,1.64,15.1,18.9,24.5,1.45
2020,3,0,0,0,3,1
2021,41.1,34.4,41.1,0,0,0
2022,61.9,1.94,12.9,33.5,17.1,1.29
2023,50.3,1.74,10.5,25.7,14.9,2.32
2024,44.5,0.2,2.06,14.2,29.1,5.69
2025,43.1,4,17.3,24.3,1.87,0.27
2026,40.7,33.9,40.7,0,0,0
2027,36,29.7,35.3,0.67,0,0
2028,47,8.1,26.5,19.8,1.3,0.7
2029,36.1,29.4,35.8,0.38,0,0
2030,76.6,1.24,12,40.3,24.8,2.19
2031,28,27,28,0,0,0
2032,31.4,0.43,4.78,11.9,15.7,3.22
2033,45.7,8,26.7,16.7,2.67,0.5
2034,30,0,0,15,15,10
2035,94.6,9.41,34.9,53,7.12,0.94
2036,31,22.4,30.4,0.57,0,0
2037,67.8,2.65,13,38.1,17.5,2.57
2038,49.6,1.9,8.69,26.4,15.2,2.26
2039,61.6,6.32,31.6,28.9,1.05,0.53
2040,70,26,56,14,0,0
2041,51.3,2.26,11.9,26.4,14,0.38
2042,86,2,14,38,34,0
2043,74.2,0.84,3.64,23.5,47.7,7.48
2044,85,2.5,30,45,10,3.75
2045,42.5,1.33,8.46,18.3,16.6,3.85
2046,38.2,0.5,3.32,14.7,21,5.48
2047,58.9,0.31,5,26.3,27.8,5.63
2048,30,0,0,14,16,4
2049,53.3,0.55,6.93,24.4,23,3.15
2050,68.8,2.29,18.1,27.9,23.4,1.53
2051,50,3.48,13.4,25.2,11.7,1.88
2052,45,32.6,42.3,2.82,0,0
2053,65.7,9.13,34.3,29.7,2.13,0.52
2054,40.7,0.53,1.93,15.3,24.2,4.74
2055,55.4,4.36,17.8,24.7,13.6,1.21
2056,1,0,0,0,1,0
2057,48,1.83,8.37,26.5,13.5,1.29
2058,72,4,14,32,27,3
2059,46.5,2.38,9.5,19,18.7,2.72
2060,40,30.4,39.2,0.8,0,0
2061,116.7,0,13.3,83.3,23.3,0
2062,101.9,0.54,8.38,56.8,38.9,2.97
2063,45.1,0.86,6,21.4,18.3,2.86
2064,2,0,0,2,0,0
2065,70,4.86,27.7,37.3,5.27,1.08
2066,37.9,33.1,37.8,0.1,0,0
2067,54.3,5.71,22.1,27.1,5,0.71
2068,41.6,0.92,6.09,19,17.1,3.56
2069,1,0,1,0,0,0
2070,42.5,2.42,12.7,23,7.36,0.28
2071,54.1,0.89,5.71,22.3,26.6,5.36
2072,1,0,1,0,0,0
2073,41,0.48,4.52,20.7,16.9,1.43
2074,73.6,10.4,41.8,31.2,1.2,0.4
2075,70,0,7.5,40,25,0
2076,60.8,2.41,10.9,39.3,11.1,0.38
2077,69.2,3.09,17.8,41,11.7,0.64
2078,50.3,10,26.2,19.5,4.62,1.28
2079,43.9,1.25,8.75,16.4,19.3,5.18
2080,47.9,1.67,8.13,20.7,20.1,2.19
2081,66.2,3.79,21.2,28.9,16.8,0.52
2082,84,12,32,32,20,0
2083,56.1,35.8,51.7,4.6,0,0
2084,52.1,0.82,8.03,32.7,12.1,0.88
2085,35.9,29.2,35.7,0.27,0,0
2086,46.8,0.8,5.89,22.8,18.9,4.11
2087,40.1,0.43,5.39,14.8,20.7,3.19
2088,3,0,0,3,0,0
2089,79.2,2.5,14.3,42,23.2,2.5
2090,53.6,1.27,9.82,29.5,15,1.33
2091,83.1,2.86,24.5,32.9,26.1,2.65
2092,64.2,3.68,21.6,27.3,16.4,0.93
2093,78.6,2.86,12.9,32.9,32.9,4.29
2094,64,1.91,13.8,37.7,12.9,1.11
2095,48.4,5.47,26.1,21.1,1.64,0.55
2096,32.5,29,32.5,0,0,0
2097,62.9,2.25,12.1,40.6,10.6,1.25
2098,74.2,6.54,31.9,40.7,1.85,0.92
2099,106.4,3.63,22.6,64.1,20.3,1.81
2100,38.1,1.04,3.4,18.1,16.8,5.42
2101,53.6,0.3,5.3,25.1,23.4,2.7
2102,29.1,1.74,3.04,14.8,11.3,5.22
2103,65.3,0.98,9.1,35.6,21.2,1.58
2104,41.8,1.08,8.77,21.2,12.7,1.15
2105,63.2,3.35,17.9,38.8,7.13,0.55
2106,53.3,0,6.67,30,18.3,0
2107,67.8,4.58,26.3,32.9,9.02,0.39
2108,49.5,0.15,1.82,19.2,28.9,7.42
2109,33.7,3.85,13.7,11.3,8.75,1.06
2110,47.9,5.89,28.4,18.8,1,0.67
2111,71.1,2.79,25.5,32.2,14.2,0.49
2112,61.3,10,33.1,27.5,0.86,0.51
2113,70.2,10.9,34.5,31.7,4.21,0.6
2114,50,0,0,30,20,0
2115,68,0.67,8.67,30.7,28.7,3.33
2116,46.3,2.5,6.25,23.8,17.5,1.25
2117,60.1,2.24,16.5,34.8,9,1.29
2118,37.9,1.38,4.31,15.7,18.3,5.52
2119,4,0,0,3,1,0
2120,30,0.83,1.67,12.5,15.8,3.33
2121,75.3,2.08,14.9,46,15,1.12
2122,61.2,4.25,19.4,33.7,8.21,0.39
2123,56.5,3.67,17.3,30.5,8.99,0.55
2124,55,0,5,25,25,0
2125,50.6,2.94,12.4,26.5,12.4,0.59
2126,65.5,10.1,34.7,29.1,1.92,0.91
2127,55,0,0,20,35,0
2128,65,1.67,13.3,25.6,26.7,0.56
2129,86.4,2.04,18.5,53.2,15.8,0.41
2130,96.7,0,13.3,56.7,30,0
2131,85.7,9.85,36.7,47.1,2.24,0.97
