Player_ID,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen
395,55.6,9.26,31,21.9,3.43,1.2
396,64.3,7.53,31.7,29.3,3.56,0.48
397,51.6,4.96,20.5,27.3,4.35,0.46
398,62.5,11.6,37.6,23.6,1.5,0.88
399,30,10,20,10,0,0
400,68.2,1.47,13.9,36.3,18.7,0.88
401,82.9,4.29,31.4,24.3,27.1,1.43
402,55.9,3.79,18.6,22.8,16.2,1.72
403,76,6,26,50,0,0
404,27.8,0.74,2.1,12.2,14.2,4.44
405,45.2,1.64,8.91,28.8,8.59,1.64
406,52.1,1.67,9.29,35.5,9.29,0.24
407,66,1.88,14.2,43.4,9.42,0.32
408,36.7,0,0,10,26.7,3.33
409,73.6,7.73,36.4,38.2,0,0
410,75.6,1.96,14.5,41,21.7,1.18
411,50,1.38,7.59,16.2,27.8,5
412,67.1,3.2,22,29.9,16.3,1.48
413,57.5,0,7.5,21.3,30,11.3
414,26.3,1.01,1.89,11.6,13.2,3.52
415,58.8,1.25,7.5,23.8,28.8,6.25
416,74.2,4.2,22.6,43.6,8.4,0.86
417,62.7,0.62,7.35,29.2,27.4,2.1
418,47.4,0.87,7.83,18.3,22.2,5.65
419,96,1.41,15.8,48.3,32.5,3.31
420,86.7,4.67,28.7,38.7,20,3.33
421,62.8,2.12,12.4,27.3,23.8,1.23
422,26.7,0,0,6.67,20,13.3
423,63.3,1.11,14.4,27.8,22.2,2.22
424,40,0,0,0,40,0
425,58.4,2.2,14.1,31.4,13.3,1.54
426,54.7,2.31,10.5,33.8,10.9,1
427,52,0.27,4.01,24.8,23.5,4.69
428,25.3,0.33,0.9,10.3,14.1,4.02
429,30,0.46,2.31,13.5,14.2,6.15
430,70.5,1.9,10.3,39.4,21.5,2.15
431,54.7,2.11,21.6,22.6,10.5,2.11
432,90,0,10,50,30,0
433,51,4.96,19.7,24,7.69,0.34
434,32.7,0.77,2.69,15.8,14.2,4.62
435,31.7,3.33,10,11.7,10,0
436,100,0,70,20,10,0
437,61.9,3.54,20.1,26.6,15.9,1.95
438,70,4,24.5,42.5,4.5,2
439,35.6,32.4,35.5,0.1,0,0
440,40,0,5,10,25,5
441,37.1,4.29,12.1,5.71,19.3,2.86
442,43.8,1.72,12.4,12.8,19.3,3.1
443,67.8,5.59,24.9,33.2,10.2,1.02
444,34.8,31.1,34.8,0,0,0
445,55.7,1.2,9.81,19.8,27.1,5.65
446,71.5,3.83,20.3,29.6,21.8,1.17
447,49.5,0.54,8.38,18.6,23.2,7.03
448,37.3,29.3,37.3,0,0,0
449,73.4,1.27,11.1,49.6,13.3,1.53
450,65.3,8.97,32.1,32.4,1.44,0.82
451,76.9,4.6,23.1,41.4,13.2,1.02
452,110,10,30,80,0,0
453,61.1,3.03,17,28.3,16.4,0.68
454,65.6,3.71,22.7,27.4,15.7,1.63
455,60.3,2.24,13.7,33.9,13.6,0.79
456,48,34.5,47.5,0.45,0,0
457,23.4,0.95,2.2,9.4,12.3,4.11
458,58.8,5.77,24.8,31.4,2.94,0.55
459,52.7,0.19,5.98,22.6,24.5,2.62
460,76,3.81,26.5,32.9,17.5,1.06
461,55,0,10,20,25,3.33
462,69.2,4,18.5,42.7,8.45,0
463,62.5,8.26,34.1,27.8,0.95,0.53
464,40.7,0.82,8.03,12.1,21.6,2.79
465,56.3,7.47,28.2,25.7,2.79,0.39
466,32.2,0.76,3.24,14.4,14.8,4
467,97.3,1.27,13.7,55.1,28.9,1.75
468,50.9,5.39,18.8,25.9,6.61,0.87
469,32.6,2.14,4.95,13.8,14.2,4.27
470,37.7,0,4.57,10.6,22.6,6.86
471,65.5,2.73,21.9,27.8,16.7,1.36
472,66,4.88,18.2,33,15.2,0.73
473,49.2,0.75,9.93,21.6,18.2,1.85
474,34.7,0,0.67,14,20.7,5.33
475,0,0,0,0,0,0
476,70.9,14.8,45,24.4,1.67,0.74
477,45.6,1.11,4.72,31.4,10,0
478,90.8,8.75,37.5,50.4,3.75,0.42
479,46.6,1.58,6.05,22.6,18.4,3.49
480,110,40,50,30,30,10
481,68.8,7.04,35.1,29.4,4.44,0.83
482,78.3,9.17,43.3,30.8,5.83,0
483,68.9,2.22,14.4,34.4,20,0
484,42.9,1.79,3.93,23.9,15.4,5
485,57.1,6.4,29.5,26.1,1.83,0.86
486,53.1,2.67,16.4,27.7,9.2,1.47
487,62.7,3.64,9.09,16.4,37.3,0
488,73.5,0,2.99,24.9,47,8.31
489,68.2,6.47,28.8,28.2,11.8,0.59
490,33.8,27.3,33.8,0.06,0,0
491,4,2,2,2,0,0
492,53.3,1.48,8.52,21.1,25.2,3.33
493,77.8,1.4,19.4,32.6,26,1.4
494,51.1,10.2,33,17.7,0.76,0.3
495,66.7,1.02,10,48,9.15,0.45
496,51.5,3.8,16,30.4,5.7,0.49
497,94.5,6.75,35.1,57.9,1.75,0.38
498,40.2,30.1,39.9,0.32,0,0
499,44.5,1.83,9.39,20.9,14.9,2.61
500,58.6,1.82,13.2,20.5,25.9,5
501,49.1,0.89,5.8,16.8,27.4,5.36
502,16.7,3.33,6.67,10,0,0
503,50,6.63,28.2,21.6,0.84,0.32
504,88,8,36,44,8,0
505,47.7,1.61,7.42,20.6,19.7,0.65
506,26.9,0.58,1.92,10,15,6.15
507,53.3,1.67,5,26.7,25,3.33
508,61,3.82,17.4,36.9,7.55,1.18
509,47.5,10,30,12.5,5,2.5
510,54.5,1.16,12.1,22.8,20,1.96
511,70,0,0,0,70,10
512,55.7,5.71,12.9,25.7,17.1,0
513,49,1,6,24.4,19.4,3.6
514,60.2,1.95,11.8,24.3,24.9,4.03
515,58.5,4.23,19.4,25.6,13.8,1.38
516,57.1,2.84,18.2,27.6,11.5,0.22
517,60.1,10.7,35.5,23.7,1.32,0.48
518,55.9,2.5,14.1,21.9,21.6,4.38
519,65.8,9.54,34.5,27.1,4.77,0.15
520,32.3,3.23,13.5,16.1,3.23,0
521,54,4.63,20.1,21.7,12.8,0.84
522,77.1,0,14.3,41.4,22.9,1.43
523,49.7,1.33,8.17,22,20.5,2.5
524,80,0,0,20,60,10
525,55.9,6.95,29.3,25.4,1.3,0.58
526,65.8,10.2,39.1,25.1,1.95,0.55
527,37,0.36,1.09,17.1,19,4.45
528,53.8,0.38,5.28,24.3,25.5,2.83
529,88.8,9.61,47.1,39.2,2.94,0.2
530,63,0.72,4.1,19.4,40.6,5.78
531,65.8,9.06,34.9,29.9,1.74,0.54
532,56.4,1.05,8.31,34.3,14.3,2.1
533,47.1,36.6,46.5,0.47,0.05,0
534,62.4,3.7,22.1,27.9,12.9,0.65
535,36.7,0,0,26.7,10,0
536,48.4,3.27,14.5,25,9.52,0.48
537,52.7,9.43,30.3,20.8,1.79,0.94
538,60.4,6.5,31.5,27.1,2.36,1.46
539,48.9,4.83,23.7,23.2,2.66,0.91
540,56.2,5.22,25.2,25.4,6.23,0.58
541,47,2.03,7.72,26.5,13.2,2.28
542,56.7,3.1,13.6,22.2,21.4,1.38
543,42,0,6,9,27,4
544,35.7,0,5.71,14.3,15.7,4.29
545,48.9,0.77,4.84,18.5,26,7.91
546,37.7,0.21,2.08,18.5,17.9,3.75
547,74.9,3.44,23.4,31.8,20.6,1.23
548,80,0,30,0,50,0
549,57.6,2.06,12.9,28.4,16.6,1.47
550,56.1,0.22,3.28,28.4,25,2.7
551,21.4,1.11,2.5,8.06,11.1,5.14
552,50.3,2.07,12.9,22.6,15.3,1.52
553,42,2,14,30,0,0
554,34.2,0.78,3.91,15.7,15.4,4.06
555,64.7,3.62,22.6,37.2,5.51,0.55
556,33.6,27.9,33.4,0.16,0,0
557,60.9,3.85,17.3,23.8,19.9,0.77
558,46.2,2.29,11.3,27.4,8.63,0.63
559,77.5,0,15,20,45,2.5
560,37.3,31.4,37.2,0.13,0,0
561,65.2,1.93,10.6,45.5,9.72,0.28
562,58,0.25,3.29,29.6,25.8,2.78
563,61.8,1.32,15.1,26.2,21.6,1.05
564,0,0,0,0,0,0
565,52.6,4.65,20.4,23.2,9.37,1.34
566,70.8,3.71,21.8,30.4,18.9,0.47
567,62.4,2.45,17.1,39.9,5.93,0.93
568,66,0,4,38,28,6
569,53.1,4.14,15.1,26.6,11.9,0.29
570,29.5,0,3.16,9.47,17.4,4.21
571,66.7,1.69,17.6,31.4,18.1,2.46
572,82.7,3.56,25.6,36.5,21.1,0.67
573,82,10,41.8,38.8,1.5,0.75
574,45.8,2.08,11.7,22.5,11.7,0.83
575,52,6,14,24,14,0
576,36.4,1.07,9.29,16.4,12.1,2.86
577,31.2,0.95,4.05,14.5,13.8,5.24
578,68,0,6,36,26,2
579,44.1,0.31,11.6,17.2,16.3,3.13
580,65.8,10,36.7,24.2,5,0.83
581,36.9,0,4.86,17.4,15.1,3.43
582,77.6,4.47,27.6,43.7,6.58,0.79
583,41.5,0,2.17,20.5,19.3,4.67
584,63.4,2.26,13.2,26.8,24.5,2.1
585,34.8,26.6,33.8,1.2,0,0
586,83.6,3.18,16.8,48.2,19.1,0.45
587,31.3,1.41,2.95,11.9,16.7,4.62
588,27.5,0.9,1.49,12.5,13.8,4.4
589,69.2,5.04,23.9,28.2,17.5,1.91
590,55.6,0.63,8.75,30,17.5,3.75
591,51.9,0.31,8.13,24.1,20,2.81
592,61.1,9.91,35,25,1.57,0.52
593,71,3,23,28,20,1
594,60,3,19,33,8,0
595,70.5,7.01,27.9,36,7.06,1.39
596,140,0,10,80,50,0
597,25.5,0.38,2.08,7.36,16.2,4.34
598,76.1,6.55,28.1,45.7,2.73,0.77
599,78.3,10.1,40.2,37,1.36,0.68
600,54,6.5,34.5,19.5,0.5,0.5
601,52.8,0.96,6.95,29.5,17.6,0.96
602,58.6,8.1,31.7,26.1,1.2,0.9
603,66.7,0,16.7,20,30,0
604,58.7,2.91,16.9,27.4,14.7,1.55
605,47.2,0.81,9.01,21.4,17.5,1.98
606,34.9,0.87,2.62,15.6,17.1,6.31
607,83.3,2.32,21.4,40.4,23.4,2.9
608,64.6,4.19,23.4,33.8,7.5,0.88
609,50.4,2.17,12.6,30,7.83,2.17
610,51,5.18,24.5,21.9,5.18,1.08
611,47.5,6.63,26.4,17.8,3.5,1.75
612,67,15.5,44.5,21.5,1,1
613,68.5,0.51,4.04,25.7,39.7,3.93
614,41.3,0.38,3.72,18.5,19.9,5.13
615,25,0,0,15,10,5
616,71.9,0.21,9.38,43,19.8,0.93
617,62.8,2.69,16.9,35.5,10.7,0.3
618,52.4,3.45,18.1,23.8,11.2,1.03
619,65.4,3.33,18.7,35,12.4,0
620,55.5,9.89,35.7,19.7,0.34,0
621,26,0.67,3.78,12.2,10.4,3.33
622,1,0,0,1,0,0
623,40.8,0.53,4.96,22.7,13.9,2.18
624,58.5,0.29,6.03,27.4,26.9,4.41
625,10,0,0,10,0,0
626,57.5,2.28,11.8,24.4,21.9,2.03
627,55.3,2.35,15.3,31.8,8.24,2.06
628,51.3,2.5,17.5,28.8,5.63,0
629,95,0,30,45,20,5
630,80,0,10,30,40,10
631,35.5,0.8,2.41,17.2,16.2,4.25
632,73.3,0,16.7,43.3,13.3,0
633,59.3,0.71,3.57,22.1,35,7.14
634,30.6,0.59,1.62,14.6,14.9,4.85
635,65.6,0.16,1.97,21.1,43.7,5.57
636,59.2,0.83,8.33,25,27.5,2.5
637,100,0,10,20,70,0
638,46.3,9.49,28.6,16.7,1.32,0.66
639,74.1,2,13.7,41.8,19,0.9
640,34.4,1.56,4.61,12.3,17.9,5.15
641,245,0,0,200,45,0
642,53.9,8.06,33.3,18.9,1.67,1.67
643,74.2,1.17,11.3,41.3,22.2,1.26
644,50.5,2.89,14.2,28.7,7.63,1.05
645,53.3,2.5,13.8,31.3,8.75,2.08
646,42.4,0,4.89,15.6,22.9,4.89
647,44.2,2.62,10.8,19.2,14.7,1.69
648,78,4,18.7,37.3,22.7,2
649,5,0,0,5,0,0
650,10,0,0,0,10,0
651,28,26,28,0,0,0
652,69,3.28,17.6,34.9,17,1.34
653,26.6,0.45,0.9,9.4,16.4,6.79
654,66.5,1.89,20.3,31.4,16.5,0.81
655,22.2,0.98,1.57,9.61,11,4.9
656,53.7,0.37,3.26,21.9,29.6,6.07
657,59.1,1.35,9.53,32.2,18,1.99
658,30,0,0,13.3,16.7,6.67
659,36.5,0.88,4.16,13.9,19,3.84
660,41.8,34,41.6,0.19,0,0
661,80.5,2.82,20.7,39.9,20.7,2.68
662,54,0.15,4.26,22.9,27.6,2.5
663,30.5,0.74,3.93,13.3,13.8,2.82
664,42.8,0.16,2.93,18.8,21.6,4.4
665,56.2,7.42,29.3,24.3,2.81,1.56
666,73.8,3.14,20.2,39.5,14.6,1.19
667,55.3,2.67,20,21.3,15.3,0.67
668,82.1,9.17,35.8,41.9,4.79,1.67
669,60,0,10,20,30,5
670,32.7,0.64,2.69,15.4,15,4.97
671,50.8,1.65,13.5,30.3,8.1,0.38
672,54.3,3.59,21.5,26.5,7.06,0.06
673,30,0,8.57,12.9,8.57,4.29
674,46.9,0.99,9.12,23.7,14.7,1.54
675,57.5,3.55,21.2,26.3,10.3,0.55
676,44.1,1.87,11.2,16.3,18.1,3.52
677,60,6,18,44,2,0
678,100.2,7.22,37.6,57.2,5.67,1.44
679,42.6,0.6,3.76,16.2,23,3.89
680,40.2,32.9,40,0.26,0,0
681,46.5,0.26,3.13,26.3,18.3,2.87
682,49.7,0.44,3.38,21.6,25.3,6.62
683,20,0,0,0,20,0
684,34.5,0.45,1.82,17.7,15.5,6.82
685,41,0,2,20,19,7
686,74.9,11.5,43.8,28.6,2.77,0.89
687,31.1,0.68,0.91,14.1,16.4,5.68
688,67.9,4.07,22.4,25,20.8,1.63
689,63.6,2.15,14.2,24.5,25.3,2.76
690,32.7,27.2,32.5,0.21,0,0
691,54.3,2.64,15.2,27.7,12.8,2.99
692,80,0,8.18,37.3,34.5,4.55
693,47.3,0.67,4,18.7,26,6.67
694,84.2,5.15,34.1,45.6,4.75,0.61
695,32.9,0.2,0.61,15.9,16.9,4.9
696,71.7,7.24,32.1,38.8,1.5,0.63
697,60.8,1.11,10.6,29.4,21.6,2.22
698,68.6,0,0,20,50,7.14
699,34.5,29.7,34.5,0.07,0,0
700,61.1,6.36,22.2,35.2,4.5,1.18
701,80,0,0,10,70,0
702,80.3,7.72,33.7,44.9,2.49,0.73
703,46.7,4.09,21.8,23.3,2.22,0.29
704,47.5,2.03,12.7,21.9,13.6,1.72
705,60.2,4.79,26.8,29.6,4.2,0.41
706,65.7,8.5,30.4,32.9,3,0.85
707,68.1,8.26,35.4,29.3,3.77,0.72
708,17.5,0,0,5,12.5,2.5
709,44.4,36,44,0.4,0,0
710,20,0,0,20,0,0
711,73.3,0,13.3,33.3,33.3,6.67
712,41,0.73,5.09,16.2,20.7,4.36
713,64.9,1.74,16.2,30.6,18.4,0.76
714,50.8,3.39,22.4,25.3,3.49,0.83
715,67.6,3.65,19.5,24.9,23.2,3.24
716,45.1,1.15,11.2,15.6,19.4,2.21
717,57.9,0.64,6.6,21.7,32.8,5.74
718,20.9,2.27,3.18,10.5,7.73,2.27
719,28.3,2.08,2.08,10,16.7,3.33
720,2,0,2,0,0,0
721,59.9,1.42,11.6,33,15.9,1.35
722,28.2,5.88,20.6,7.65,0,0
723,74.2,6.25,37.9,27.1,10.4,0
724,38.3,0,1.67,11.7,26.7,3.33
725,27.6,24.6,27.4,0.26,0,0
726,61.1,2.22,25.6,28.9,8.89,0
727,72.5,8.57,29.6,38,5.19,1.57
728,34.8,0.34,4.48,13.8,17.6,3.1
729,86.7,2.22,17.8,56.7,13.3,1.11
730,49.7,1.71,12,23.4,14.9,3.14
731,53.5,3.11,15.6,30.4,8.09,0.33
732,61.7,0,10,21.7,30,11.7
733,47.4,0.64,4.36,24.7,19.4,3.21
734,40,0,10,30,0,0
735,49.7,3.54,19.1,27.3,4.16,0.18
736,51.5,0.71,6.57,27.3,18.1,3.03
737,58.2,2.87,17.7,29.3,12.4,0.73
738,45,1.18,6.76,29.4,8.82,0.59
739,36.4,29.9,36.3,0.15,0,0
740,55,1.25,8.75,32.5,13.8,0
741,30.6,0.56,1.67,13.6,15.8,2.22
742,40.8,1.08,7.1,20.5,14,2.8
743,44.9,6.22,24.1,19.5,1.46,0.81
744,39.6,1.84,3.62,14.5,21.6,4.49
745,51.4,2.14,7.86,28.6,15.7,0.71
746,46.8,0.65,4.81,26.6,15.6,1.82
747,50,0,20,30,0,0
748,65.8,4.17,11.7,22.5,32.5,3.33
749,47.5,1.88,9.92,19.8,18.6,4.06
750,55.8,0.83,8,34.3,14,0.5
751,89.4,11.3,46.4,41.1,2.05,0.95
752,37,27.9,36.9,0.14,0,0
753,60,0,0,50,20,10
754,72.5,7.5,20,25,27.5,0
755,28.8,0.67,1,11,17,5.83
756,63.5,3.64,17.3,31.6,15.7,0.52
757,55,0.08,4.73,27.9,23.1,4.05
758,37.4,1.6,3.89,17.6,16.4,5.28
759,52.5,0,2.5,20,30,5
760,88,4,18,36,36,6
761,64.3,4.85,28.1,29.3,7.13,0
762,54.5,5.05,21.5,23.6,10.1,1.21
763,37.8,29.2,37.5,0.38,0,0
764,55.9,2,13.1,27.8,15.9,2.67
765,36.5,1.65,4.3,17.8,14.9,4.55
766,43,0.67,7.83,13,22.8,4.83
767,40.1,1.1,7.35,23,10.1,1.42
768,41.9,0.37,5.56,14.8,21.5,5.19
769,60.4,2.43,17.4,36.1,7.43,0.43
770,51.6,3.19,18,17.5,16.7,1.74
771,47.1,1.43,17.1,20,10,0
772,44.4,0.11,3.3,23.3,19.9,3.41
773,47.8,2.62,11.8,27.1,9.69,1.54
774,36.8,0.37,2.44,16.3,18.7,5.12
775,30,0,5,20,10,0
776,41.1,0.91,5.68,14.1,21.4,5.68
777,33.8,2.5,10,13.8,12.5,1.25
778,31.6,1.58,5.79,16.3,10,0
779,64,0.63,7.86,28.7,28,2.7
780,56.7,0.54,5.98,25.9,25.4,3.37
781,48.5,1.54,8.46,32.3,8.46,0
782,61.8,4.65,23.6,31.4,6.93,0.96
783,77.1,10.5,42.5,32.9,2,0.85
784,54.6,9.69,33.6,19.8,1.52,0.79
785,26.7,0.23,1.99,11.7,13.5,4.15
786,40.3,2.18,7.95,16.6,16,2.69
787,54,0.92,7.47,21.5,26,3.1
788,37.5,5,5,20,15,2.5
789,33.5,0.99,2.05,14.7,17.4,4.56
790,66.9,4.96,23.8,23.4,20.1,2.56
791,25.2,0.98,3.05,10.6,11.7,5.85
792,55,4.11,16.4,28.6,10.8,1.41
793,48.1,0.85,8.3,30.9,9.36,0.21
794,69.7,2.24,12.7,38.1,18.9,1.33
795,57.1,7.06,31.8,25.1,0.37,0.07
796,56.8,2.58,16.6,32.1,9.03,1.13
797,58.7,3.04,11.3,37,11.7,2.17
798,56.9,3.41,21.6,22.8,12.7,0.59
799,55.6,3.5,18.9,24.9,12.3,0.81
800,68.1,11.4,36.2,30.6,1.91,0.96
801,72.9,1.43,14.8,45.2,13.3,0.48
802,51.4,7.97,27.4,22.7,1.62,0.61
803,76.9,3.36,19.6,36.4,21.4,1.93
804,83.7,10.6,40.8,42.1,0.89,0.22
805,47.6,2.04,9.03,22.7,16.2,1.36
806,51.6,0.58,8.43,26,18.5,2.21
807,50.6,1.71,14.3,20.6,16.6,1.14
808,51.4,0.46,5.23,17.5,30.2,3.54
809,29.3,25.8,29.2,0.1,0,0
810,74.2,3.09,16.3,46.5,11.4,0.65
811,59.6,4,12.8,25.6,21.2,1.6
812,53.9,2.24,14.4,28,12,1.53
813,79,12.1,43.6,34.6,1.19,0.44
814,50,12.7,28.3,21.3,0.67,0.33
815,50.8,1.27,7.94,29.8,13.7,1.11
816,45.7,37.7,44.7,1,0,0
817,62.3,0,4.62,23.8,33.8,3.08
818,65.5,0.3,4.55,33.9,28.8,1.82
819,37.3,1.92,3.08,15.2,19.2,4.81
820,35.2,29.5,35.1,0.09,0,0
821,41.2,6.47,20.9,18.2,2.25,0.88
822,73.3,6.67,26.7,33.3,13.3,0
823,47,3.02,11.5,20,15.7,2.26
824,52.9,0.81,4.19,17.9,31,8.6
825,61.7,1.52,14.8,40.9,7.61,0.22
826,37.5,0,2.5,22.5,12.5,2.5
827,56.7,6.95,26.4,26,4.75,1.27
828,57.4,3.33,24.1,24.1,10,1.11
829,59.3,11.4,38.6,20.2,0.71,0.48
830,56.4,0.11,3.45,24.4,29,4.25
831,75.6,13.3,53.3,21.1,1.11,1.11
832,67.7,4.09,25.5,40.9,2.27,0.91
833,58.7,10.3,31.9,25.6,1.4,0.58
834,58.1,0,5.63,28.8,24.4,5.63
835,44.7,0.42,3.19,21.9,19.7,2.92
836,58.2,6.73,31.6,25.2,1.73,0.82
837,67.7,3.43,24.1,28,16.3,0.61
838,29.2,0,1.15,15.8,12.7,4.23
839,51.8,1.88,10.1,27.6,14.5,2.77
840,61.8,2.19,9.86,24.6,27.8,3.48
841,55.5,5.32,22.3,27.5,6.45,0.28
842,41.2,34.7,40.9,0.3,0,0
843,47.9,1.99,10.1,27,11,1.47
844,34,26.4,33.4,0.6,0,0
845,35.7,1.07,4.64,14.3,17.1,3.21
846,99.5,6,29,60,11.5,0.5
847,30,11,24,5,1,0
848,53.2,8.49,31.7,20.3,1.23,0.82
849,4,1,1,2,1,0
850,40,35.6,39.8,0.15,0,0
851,65.9,4.91,22.5,34.1,9.72,0.28
852,58.3,5.31,28.8,27.6,2.6,0.52
853,62.2,5.37,32.2,29.5,1.22,0
854,72,8,27,36,9,0
855,74,2.14,18,46.8,9.7,0.18
856,47.6,1.11,9.11,20.2,19.1,1.56
857,92,2,6,38,50,10
858,55.1,0.29,5.34,28.1,21.8,6.7
859,57.4,3.48,14.8,33,10,0.87
860,50,1.54,18.5,20.8,10.8,0
861,43.5,34.8,43,0.7,0,0
862,42.8,4.91,15.1,23.7,4.56,0.18
863,60.1,2.32,13.8,24.8,22.2,2.05
864,77.3,1.82,19.1,37.3,20.9,0.91
865,65.3,0.69,4.91,22.3,38.8,6.47
866,45,0,0,15,30,15
867,62.5,0.93,6.65,35.9,20.5,2.84
868,84.5,5.5,34,48.5,3.5,1.5
869,104.5,1.5,25,69,10.5,0.5
870,32.6,29.1,32.4,0.25,0,0
871,60.1,1.81,10.2,38.1,12.6,1.13
872,64.1,2.61,14.8,30.6,19.1,1.16
873,74.5,10.1,35.6,35.8,3.33,1.13
874,53.9,0.93,8.97,24.6,21.2,1.87
875,44.2,0.12,3.21,24.6,16.7,1.67
876,43.9,1.11,7.78,31.1,6.11,0
877,24,23,24,0,0,0
878,46.7,1.04,5.73,22.7,18.6,1.67
879,30,0,20,10,0,0
880,65.4,0.77,11.5,32.3,21.5,0
881,54.7,2.57,17.4,20.5,17.3,1.08
882,70,3.86,20.3,38,12.9,1
883,44,4,16,18.5,10.5,0
884,5,0,1,3,1,0
885,45.6,3.2,14,25.6,6.8,1.2
886,74.1,2.51,11.8,27.7,35.3,2.17
887,42,0.29,5.14,14.6,22.9,2.57
888,44.4,1.98,8.96,22.3,13.8,2.97
889,71.2,2.59,18.5,31.5,22,2.94
890,50,5.1,15.7,19.8,14.9,1.18
891,68.6,4.94,22.8,30.4,16.1,0.71
892,47.3,3.27,16.2,24.3,7.1,0.25
893,43.1,0,0.77,18.5,23.8,7.69
894,70.9,6.85,33.2,34.2,3.93,0.12
895,78.1,8.41,47.5,28.6,2.71,1.68
896,54.9,1.68,12.4,22.3,21.3,3.63
897,43.1,0.69,5.88,17.8,20.5,3.13
898,85,0,5,40,40,0
899,55.2,1.03,6.21,30.5,19,2.41
900,43.8,1.46,3.14,21.9,19.2,4.7
901,62.2,7.91,37.8,23.6,1.04,0.15
902,38,1.36,4.24,15,18.9,3.81
903,77.5,0,2.5,47.5,27.5,5
904,52.5,1.36,11.6,24.1,17.3,4.55
905,40,0,0,6.67,33.3,3.33
906,26.8,0.36,1.79,8.21,17.1,5.36
907,72.5,1.78,19.8,31.4,22.1,1.1
908,53.7,1.52,12.5,32.8,9.1,0.07
909,80,2.5,12.5,55,12.5,0
910,68.4,2.26,13.7,32.9,22.7,2.69
911,57,3.18,18.6,23.9,15.3,0.47
912,33,29.8,32.9,0.07,0,0
913,50.5,3.62,18.7,23.5,8.58,0.14
914,43.6,0.39,3.68,20.3,20.1,4.26
915,59.6,2.65,17.9,34.7,7.72,0.22
916,28.7,0.54,2.61,13.9,12.5,4.46
917,24.3,0,2.86,18.6,4.29,0
918,44.3,1.3,2.17,15.7,27,7.39
919,72.7,2.56,14.8,39.7,18.6,0.74
920,41.4,0.97,6.18,10.1,25.8,3.45
921,34,0.67,5.33,18.7,10,2.67
922,93.3,6.67,40,50,3.33,3.33
923,55.5,3.03,12,35.6,8.48,0
924,55.9,6.63,26.4,28.1,1.6,0.69
925,87.2,6.63,38.6,46.9,2.53,0.36
926,66.5,2.46,15.7,30.7,21,0.8
927,40,1.27,3.97,16.7,19.7,6.35
928,60.3,1.16,6.52,25.8,28.6,2.32
929,50.5,4.75,24.4,24.8,1.91,0.5
930,50.8,0.28,5.28,10.3,36.1,10
931,61.9,3.75,11.3,35.6,16.3,2.5
932,47,7,25,22,0,0
933,30,2.5,2.5,10,17.5,10
934,84.2,3.28,24.3,50.2,10.2,0.23
935,73.3,6.67,36.2,33.3,4.33,1.67
936,57.3,0.78,4.61,31.3,22.2,2.98
937,40.6,34.9,40.5,0.18,0,0
938,32.6,27,32.5,0.18,0,0
939,50.2,0.99,10,30.5,10.5,0.38
940,47.9,1.67,4.17,21.7,22.5,5.83
941,56,3.42,20.4,23.3,13,0.5
942,61.8,7.27,18.2,30,13.6,1.82
943,39.9,1.76,8.24,21,10.8,2.59
944,38.8,1.38,3.85,18,17.1,4.31
945,53,0.87,6.74,24.6,22.4,2.39
946,72,2,4,42,26,4
947,47.1,2.31,12.5,18.3,16.5,0.96
948,63,7,20,27,19,1
949,76.7,13.3,20,23.3,33.3,0
950,59.5,0.5,9,26.5,24.5,2
951,46.5,0.46,4.62,19.5,23.1,2.49
952,63.3,2.57,17.7,23,23,1.9
953,68.4,7.59,28.9,34.3,5.82,1.63
954,51.8,40.1,51.4,0.5,0,0
955,48.4,2.41,13.5,20.4,15,0.92
956,71,6,36,33,2,0
957,93.9,3.33,22.2,56.1,16.1,1.67
958,25,0,0,10,15,0
959,64,0,2,40,22,4
960,66.6,5.8,31.1,33,2.75,1.1
961,64.5,9.71,29.6,31.6,3.41,0.82
962,33.7,1.13,2.6,14.3,17.3,6.93
963,59.7,0.24,6.59,24.4,29.5,7.32
964,46.9,0.5,5.63,15.4,27.3,2.88
965,47.4,4.35,20,23,5.65,1.3
966,43.7,38.7,43.7,0,0,0
967,51,0.69,6.57,21.1,24.5,3.09
968,84.6,2.47,14.9,54.1,16.4,1.29
969,63.5,0.86,10.7,37.1,16.1,1.45
970,90,5,30,40,20,5
971,63.2,14.7,36.5,24.1,2.65,0.59
972,30,0,5,11.3,15,3.75
973,93.7,6.75,36.7,53.5,4.15,0.33
974,22.5,1.67,1.67,7.5,13.3,6.67
975,60.4,0.82,8.63,34.3,18.2,0.88
976,60,1.08,7.03,29.9,23.6,1.89
977,53.4,7.44,27.4,25.3,1.04,0.56
978,85.8,4.17,16.7,46.7,22.5,5.83
979,62.6,1.97,16.2,41,6.56,0.33
980,47.8,6.42,31.6,14.9,1.48,0.74
981,57.5,9.21,33.4,23.1,1.18,0.79
982,48.8,3.1,15.5,20.7,12.8,2.41
983,43,2.08,9.94,22.1,11.6,1.4
984,52.8,0.4,2.8,24,26.6,5.8
985,72.3,1.82,12.3,42,18.6,1.52
986,48.3,4.63,23.6,23,2.17,0.97
987,58.3,0,0,35,23.3,1.67
988,34.4,3.13,12.5,19.4,2.5,0
989,50,0,2.22,20,28.9,7.78
990,38,1.07,7.13,13.5,17.9,3.85
